"Workout #";"Date";"Workout Name";"Duration (sec)";"Exercise Name";"Set Order";"Weight (kg)";"Reps";"RPE";"Distance (meters)";"Seconds";"Notes";"Workout Notes"
"1";"2021-12-04 01:33:57";"Workout #1";"32";"Cycling (Indoor)";"1";"";"";"";"8000.0";"0.0";"";"First workout given by PT (with extras)"
"2";"2021-12-09 18:41:53";"Workout #1";"3459";"Cycling (Indoor)";"1";"";"";"";"0.0";"1200.0";"";"First workout given by PT (with extras)"
"2";"2021-12-09 18:41:53";"Workout #1";"3459";"Chest Press (Machine)";"1";"35.0";"12";"";"";"";"";"First workout given by PT (with extras)"
"2";"2021-12-09 18:41:53";"Workout #1";"3459";"Chest Press (Machine)";"2";"37.5";"10";"";"";"";"";"First workout given by PT (with extras)"
"2";"2021-12-09 18:41:53";"Workout #1";"3459";"Chest Press (Machine)";"3";"40.0";"8";"";"";"";"";"First workout given by PT (with extras)"
"2";"2021-12-09 18:41:53";"Workout #1";"3459";"Chest Press (Machine)";"4";"40.0";"8";"";"";"";"";"First workout given by PT (with extras)"
"2";"2021-12-09 18:41:53";"Workout #1";"3459";"Seated Row (Machine)";"1";"45.0";"10";"";"";"";"";"First workout given by PT (with extras)"
"2";"2021-12-09 18:41:53";"Workout #1";"3459";"Seated Row (Machine)";"2";"50.0";"10";"";"";"";"";"First workout given by PT (with extras)"
"2";"2021-12-09 18:41:53";"Workout #1";"3459";"Seated Row (Machine)";"3";"50.0";"8";"";"";"";"";"First workout given by PT (with extras)"
"2";"2021-12-09 18:41:53";"Workout #1";"3459";"Seated Row (Machine)";"4";"50.0";"8";"";"";"";"";"First workout given by PT (with extras)"
"2";"2021-12-09 18:41:53";"Workout #1";"3459";"Pec Deck (Machine)";"1";"25.0";"10";"";"";"";"";"First workout given by PT (with extras)"
"2";"2021-12-09 18:41:53";"Workout #1";"3459";"Pec Deck (Machine)";"2";"30.0";"10";"";"";"";"";"First workout given by PT (with extras)"
"2";"2021-12-09 18:41:53";"Workout #1";"3459";"Pec Deck (Machine)";"3";"32.5";"8";"";"";"";"";"First workout given by PT (with extras)"
"2";"2021-12-09 18:41:53";"Workout #1";"3459";"Pec Deck (Machine)";"4";"32.5";"8";"";"";"";"";"First workout given by PT (with extras)"
"2";"2021-12-09 18:41:53";"Workout #1";"3459";"Pullover (Machine)";"1";"50.0";"10";"";"";"";"";"First workout given by PT (with extras)"
"2";"2021-12-09 18:41:53";"Workout #1";"3459";"Pullover (Machine)";"2";"55.0";"10";"";"";"";"";"First workout given by PT (with extras)"
"2";"2021-12-09 18:41:53";"Workout #1";"3459";"Pullover (Machine)";"3";"57.5";"8";"";"";"";"";"First workout given by PT (with extras)"
"2";"2021-12-09 18:41:53";"Workout #1";"3459";"Pullover (Machine)";"4";"57.5";"8";"";"";"";"";"First workout given by PT (with extras)"
"2";"2021-12-09 18:41:53";"Workout #1";"3459";"Seated Leg Press (Machine)";"1";"40.0";"10";"";"";"";"";"First workout given by PT (with extras)"
"2";"2021-12-09 18:41:53";"Workout #1";"3459";"Seated Leg Press (Machine)";"2";"50.0";"10";"";"";"";"";"First workout given by PT (with extras)"
"2";"2021-12-09 18:41:53";"Workout #1";"3459";"Seated Leg Press (Machine)";"3";"50.0";"10";"";"";"";"";"First workout given by PT (with extras)"
"2";"2021-12-09 18:41:53";"Workout #1";"3459";"Seated Leg Curl (Machine)";"1";"40.0";"12";"";"";"";"";"First workout given by PT (with extras)"
"2";"2021-12-09 18:41:53";"Workout #1";"3459";"Seated Leg Curl (Machine)";"2";"45.0";"10";"";"";"";"";"First workout given by PT (with extras)"
"2";"2021-12-09 18:41:53";"Workout #1";"3459";"Seated Leg Curl (Machine)";"3";"45.0";"10";"";"";"";"";"First workout given by PT (with extras)"
"2";"2021-12-09 18:41:53";"Workout #1";"3459";"Seated Leg Curl (Machine)";"4";"45.0";"8";"";"";"";"";"First workout given by PT (with extras)"
"2";"2021-12-09 18:41:53";"Workout #1";"3459";"Shoulder Press (Machine)";"1";"22.5";"10";"";"";"";"";"First workout given by PT (with extras)"
"2";"2021-12-09 18:41:53";"Workout #1";"3459";"Shoulder Press (Machine)";"2";"25.0";"10";"";"";"";"";"First workout given by PT (with extras)"
"2";"2021-12-09 18:41:53";"Workout #1";"3459";"Shoulder Press (Machine)";"3";"27.5";"8";"";"";"";"";"First workout given by PT (with extras)"
"2";"2021-12-09 18:41:53";"Workout #1";"3459";"Shoulder Press (Machine)";"4";"27.5";"8";"";"";"";"";"First workout given by PT (with extras)"
"2";"2021-12-09 18:41:53";"Workout #1";"3459";"Plank";"1";"";"";"";"";"30.0";"";"First workout given by PT (with extras)"
"2";"2021-12-09 18:41:53";"Workout #1";"3459";"Plank";"2";"";"";"";"";"30.0";"";"First workout given by PT (with extras)"
"2";"2021-12-09 18:41:53";"Workout #1";"3459";"Plank";"3";"";"";"";"";"30.0";"";"First workout given by PT (with extras)"
"2";"2021-12-09 18:41:53";"Workout #1";"3459";"Bicep Curl (Dumbbell)";"1";"10.0";"16";"";"";"";"";"First workout given by PT (with extras)"
"2";"2021-12-09 18:41:53";"Workout #1";"3459";"Bicep Curl (Dumbbell)";"2";"10.0";"16";"";"";"";"";"First workout given by PT (with extras)"
"2";"2021-12-09 18:41:53";"Workout #1";"3459";"Bicep Curl (Dumbbell)";"3";"10.0";"16";"";"";"";"";"First workout given by PT (with extras)"
"2";"2021-12-09 18:41:53";"Workout #1";"3459";"Bicep Curl (Dumbbell)";"4";"10.0";"16";"";"";"";"";"First workout given by PT (with extras)"
"3";"2021-12-29 13:01:56";"Workout #1";"2673";"Cycling (Indoor)";"1";"";"";"";"0.0";"1200.0";"";"First workout given by PT (with extras)"
"3";"2021-12-29 13:01:56";"Workout #1";"2673";"Chest Press (Machine)";"1";"40.0";"12";"";"";"";"";"First workout given by PT (with extras)"
"3";"2021-12-29 13:01:56";"Workout #1";"2673";"Chest Press (Machine)";"2";"42.5";"10";"";"";"";"";"First workout given by PT (with extras)"
"3";"2021-12-29 13:01:56";"Workout #1";"2673";"Chest Press (Machine)";"3";"45.0";"10";"";"";"";"";"First workout given by PT (with extras)"
"3";"2021-12-29 13:01:56";"Workout #1";"2673";"Seated Row (Machine)";"1";"45.0";"12";"";"";"";"";"First workout given by PT (with extras)"
"3";"2021-12-29 13:01:56";"Workout #1";"2673";"Seated Row (Machine)";"2";"50.0";"10";"";"";"";"";"First workout given by PT (with extras)"
"3";"2021-12-29 13:01:56";"Workout #1";"2673";"Seated Row (Machine)";"3";"50.0";"8";"";"";"";"";"First workout given by PT (with extras)"
"3";"2021-12-29 13:01:56";"Workout #1";"2673";"Pec Deck (Machine)";"1";"30.0";"10";"";"";"";"";"First workout given by PT (with extras)"
"3";"2021-12-29 13:01:56";"Workout #1";"2673";"Pec Deck (Machine)";"2";"32.5";"10";"";"";"";"";"First workout given by PT (with extras)"
"3";"2021-12-29 13:01:56";"Workout #1";"2673";"Pec Deck (Machine)";"3";"35.0";"8";"";"";"";"";"First workout given by PT (with extras)"
"3";"2021-12-29 13:01:56";"Workout #1";"2673";"Pullover (Machine)";"1";"52.5";"12";"";"";"";"";"First workout given by PT (with extras)"
"3";"2021-12-29 13:01:56";"Workout #1";"2673";"Pullover (Machine)";"2";"55.0";"10";"";"";"";"";"First workout given by PT (with extras)"
"3";"2021-12-29 13:01:56";"Workout #1";"2673";"Pullover (Machine)";"3";"57.5";"8";"";"";"";"";"First workout given by PT (with extras)"
"3";"2021-12-29 13:01:56";"Workout #1";"2673";"Seated Leg Press (Machine)";"1";"50.0";"12";"";"";"";"";"First workout given by PT (with extras)"
"3";"2021-12-29 13:01:56";"Workout #1";"2673";"Seated Leg Press (Machine)";"2";"50.0";"10";"";"";"";"";"First workout given by PT (with extras)"
"3";"2021-12-29 13:01:56";"Workout #1";"2673";"Seated Leg Press (Machine)";"3";"60.0";"10";"";"";"";"";"First workout given by PT (with extras)"
"3";"2021-12-29 13:01:56";"Workout #1";"2673";"Seated Leg Curl (Machine)";"1";"42.5";"10";"";"";"";"";"First workout given by PT (with extras)"
"3";"2021-12-29 13:01:56";"Workout #1";"2673";"Seated Leg Curl (Machine)";"2";"45.0";"10";"";"";"";"";"First workout given by PT (with extras)"
"3";"2021-12-29 13:01:56";"Workout #1";"2673";"Seated Leg Curl (Machine)";"3";"45.0";"6";"";"";"";"";"First workout given by PT (with extras)"
"3";"2021-12-29 13:01:56";"Workout #1";"2673";"Shoulder Press (Machine)";"1";"25.0";"10";"";"";"";"";"First workout given by PT (with extras)"
"3";"2021-12-29 13:01:56";"Workout #1";"2673";"Shoulder Press (Machine)";"2";"27.5";"8";"";"";"";"";"First workout given by PT (with extras)"
"3";"2021-12-29 13:01:56";"Workout #1";"2673";"Shoulder Press (Machine)";"3";"27.5";"7";"";"";"";"";"First workout given by PT (with extras)"
"3";"2021-12-29 13:01:56";"Workout #1";"2673";"Plank";"1";"";"";"";"";"30.0";"";"First workout given by PT (with extras)"
"3";"2021-12-29 13:01:56";"Workout #1";"2673";"Plank";"2";"";"";"";"";"30.0";"";"First workout given by PT (with extras)"
"3";"2021-12-29 13:01:56";"Workout #1";"2673";"Plank";"3";"";"";"";"";"30.0";"";"First workout given by PT (with extras)"
"3";"2021-12-29 13:01:56";"Workout #1";"2673";"Bicep Curl (Dumbbell)";"1";"10.0";"20";"";"";"";"";"First workout given by PT (with extras)"
"3";"2021-12-29 13:01:56";"Workout #1";"2673";"Bicep Curl (Dumbbell)";"2";"10.0";"20";"";"";"";"";"First workout given by PT (with extras)"
"3";"2021-12-29 13:01:56";"Workout #1";"2673";"Bicep Curl (Dumbbell)";"3";"10.0";"8";"";"";"";"";"First workout given by PT (with extras)"
"4";"2022-01-17 18:37:06";"Workout #1";"2968";"Cycling (Indoor)";"1";"";"";"";"0.0";"1800.0";"";"First workout given by PT (with extras)"
"4";"2022-01-17 18:37:06";"Workout #1";"2968";"Chest Press (Machine)";"1";"40.0";"12";"";"";"";"";"First workout given by PT (with extras)"
"4";"2022-01-17 18:37:06";"Workout #1";"2968";"Chest Press (Machine)";"2";"42.5";"10";"";"";"";"";"First workout given by PT (with extras)"
"4";"2022-01-17 18:37:06";"Workout #1";"2968";"Chest Press (Machine)";"3";"45.0";"8";"";"";"";"";"First workout given by PT (with extras)"
"4";"2022-01-17 18:37:06";"Workout #1";"2968";"Seated Row (Machine)";"1";"45.0";"12";"";"";"";"";"First workout given by PT (with extras)"
"4";"2022-01-17 18:37:06";"Workout #1";"2968";"Seated Row (Machine)";"2";"50.0";"10";"";"";"";"";"First workout given by PT (with extras)"
"4";"2022-01-17 18:37:06";"Workout #1";"2968";"Seated Row (Machine)";"3";"50.0";"10";"";"";"";"";"First workout given by PT (with extras)"
"4";"2022-01-17 18:37:06";"Workout #1";"2968";"Pec Deck (Machine)";"1";"30.0";"15";"";"";"";"";"First workout given by PT (with extras)"
"4";"2022-01-17 18:37:06";"Workout #1";"2968";"Pec Deck (Machine)";"2";"32.5";"10";"";"";"";"";"First workout given by PT (with extras)"
"4";"2022-01-17 18:37:06";"Workout #1";"2968";"Pec Deck (Machine)";"3";"35.0";"10";"";"";"";"";"First workout given by PT (with extras)"
"4";"2022-01-17 18:37:06";"Workout #1";"2968";"Pullover (Machine)";"1";"52.5";"12";"";"";"";"";"First workout given by PT (with extras)"
"4";"2022-01-17 18:37:06";"Workout #1";"2968";"Pullover (Machine)";"2";"55.0";"10";"";"";"";"";"First workout given by PT (with extras)"
"4";"2022-01-17 18:37:06";"Workout #1";"2968";"Pullover (Machine)";"3";"57.5";"8";"";"";"";"";"First workout given by PT (with extras)"
"4";"2022-01-17 18:37:06";"Workout #1";"2968";"Seated Leg Press (Machine)";"1";"50.0";"12";"";"";"";"";"First workout given by PT (with extras)"
"4";"2022-01-17 18:37:06";"Workout #1";"2968";"Seated Leg Press (Machine)";"2";"50.0";"10";"";"";"";"";"First workout given by PT (with extras)"
"4";"2022-01-17 18:37:06";"Workout #1";"2968";"Seated Leg Press (Machine)";"3";"50.0";"10";"";"";"";"";"First workout given by PT (with extras)"
"4";"2022-01-17 18:37:06";"Workout #1";"2968";"Seated Leg Curl (Machine)";"1";"42.5";"10";"";"";"";"";"First workout given by PT (with extras)"
"4";"2022-01-17 18:37:06";"Workout #1";"2968";"Seated Leg Curl (Machine)";"2";"45.0";"10";"";"";"";"";"First workout given by PT (with extras)"
"4";"2022-01-17 18:37:06";"Workout #1";"2968";"Seated Leg Curl (Machine)";"3";"45.0";"8";"";"";"";"";"First workout given by PT (with extras)"
"4";"2022-01-17 18:37:06";"Workout #1";"2968";"Shoulder Press (Machine)";"1";"25.0";"10";"";"";"";"";"First workout given by PT (with extras)"
"4";"2022-01-17 18:37:06";"Workout #1";"2968";"Shoulder Press (Machine)";"2";"27.5";"10";"";"";"";"";"First workout given by PT (with extras)"
"4";"2022-01-17 18:37:06";"Workout #1";"2968";"Shoulder Press (Machine)";"3";"27.5";"8";"";"";"";"";"First workout given by PT (with extras)"
"4";"2022-01-17 18:37:06";"Workout #1";"2968";"Plank";"1";"";"";"";"";"40.0";"";"First workout given by PT (with extras)"
"4";"2022-01-17 18:37:06";"Workout #1";"2968";"Plank";"2";"";"";"";"";"40.0";"";"First workout given by PT (with extras)"
"4";"2022-01-17 18:37:06";"Workout #1";"2968";"Plank";"3";"";"";"";"";"40.0";"";"First workout given by PT (with extras)"
"4";"2022-01-17 18:37:06";"Workout #1";"2968";"Bicep Curl (Dumbbell)";"1";"10.0";"20";"";"";"";"";"First workout given by PT (with extras)"
"4";"2022-01-17 18:37:06";"Workout #1";"2968";"Bicep Curl (Dumbbell)";"2";"8.0";"20";"";"";"";"";"First workout given by PT (with extras)"
"4";"2022-01-17 18:37:06";"Workout #1";"2968";"Bicep Curl (Dumbbell)";"3";"8.0";"8";"";"";"";"";"First workout given by PT (with extras)"
"5";"2022-01-20 18:26:34";"Workout #1";"1698";"Cycling (Indoor)";"1";"";"";"";"0.0";"1800.0";"";"First workout given by PT (with extras)"
"5";"2022-01-20 18:26:34";"Workout #1";"1698";"Chest Press (Machine)";"1";"40.0";"10";"";"";"";"";"First workout given by PT (with extras)"
"5";"2022-01-20 18:26:34";"Workout #1";"1698";"Chest Press (Machine)";"2";"42.5";"10";"";"";"";"";"First workout given by PT (with extras)"
"5";"2022-01-20 18:26:34";"Workout #1";"1698";"Chest Press (Machine)";"3";"45.0";"8";"";"";"";"";"First workout given by PT (with extras)"
"5";"2022-01-20 18:26:34";"Workout #1";"1698";"Seated Row (Machine)";"1";"45.0";"10";"";"";"";"";"First workout given by PT (with extras)"
"5";"2022-01-20 18:26:34";"Workout #1";"1698";"Seated Row (Machine)";"2";"50.0";"10";"";"";"";"";"First workout given by PT (with extras)"
"5";"2022-01-20 18:26:34";"Workout #1";"1698";"Seated Row (Machine)";"3";"50.0";"10";"";"";"";"";"First workout given by PT (with extras)"
"5";"2022-01-20 18:26:34";"Workout #1";"1698";"Pec Deck (Machine)";"1";"30.0";"10";"";"";"";"";"First workout given by PT (with extras)"
"5";"2022-01-20 18:26:34";"Workout #1";"1698";"Pec Deck (Machine)";"2";"32.5";"8";"";"";"";"";"First workout given by PT (with extras)"
"5";"2022-01-20 18:26:34";"Workout #1";"1698";"Pec Deck (Machine)";"3";"35.0";"8";"";"";"";"";"First workout given by PT (with extras)"
"5";"2022-01-20 18:26:34";"Workout #1";"1698";"Shoulder Press (Machine)";"1";"25.0";"8";"";"";"";"";"First workout given by PT (with extras)"
"5";"2022-01-20 18:26:34";"Workout #1";"1698";"Shoulder Press (Machine)";"2";"27.5";"8";"";"";"";"";"First workout given by PT (with extras)"
"5";"2022-01-20 18:26:34";"Workout #1";"1698";"Shoulder Press (Machine)";"3";"30.0";"8";"";"";"";"";"First workout given by PT (with extras)"
"5";"2022-01-20 18:26:34";"Workout #1";"1698";"Plank";"1";"";"";"";"";"40.0";"";"First workout given by PT (with extras)"
"5";"2022-01-20 18:26:34";"Workout #1";"1698";"Plank";"2";"";"";"";"";"40.0";"";"First workout given by PT (with extras)"
"5";"2022-01-20 18:26:34";"Workout #1";"1698";"Plank";"3";"";"";"";"";"40.0";"";"First workout given by PT (with extras)"
"5";"2022-01-20 18:26:34";"Workout #1";"1698";"Bicep Curl (Dumbbell)";"1";"8.0";"20";"";"";"";"";"First workout given by PT (with extras)"
"5";"2022-01-20 18:26:34";"Workout #1";"1698";"Bicep Curl (Dumbbell)";"2";"10.0";"20";"";"";"";"";"First workout given by PT (with extras)"
"5";"2022-01-20 18:26:34";"Workout #1";"1698";"Bicep Curl (Dumbbell)";"3";"8.0";"8";"";"";"";"";"First workout given by PT (with extras)"
"6";"2022-01-24 12:49:27";"Workout #1";"3064";"Cycling (Indoor)";"1";"";"";"";"0.0";"1800.0";"";"First workout given by PT (with extras)"
"6";"2022-01-24 12:49:27";"Workout #1";"3064";"Chest Press (Machine)";"1";"40.0";"10";"";"";"";"";"First workout given by PT (with extras)"
"6";"2022-01-24 12:49:27";"Workout #1";"3064";"Chest Press (Machine)";"2";"42.5";"8";"";"";"";"";"First workout given by PT (with extras)"
"6";"2022-01-24 12:49:27";"Workout #1";"3064";"Chest Press (Machine)";"3";"45.0";"8";"";"";"";"";"First workout given by PT (with extras)"
"6";"2022-01-24 12:49:27";"Workout #1";"3064";"Seated Row (Machine)";"1";"45.0";"10";"";"";"";"";"First workout given by PT (with extras)"
"6";"2022-01-24 12:49:27";"Workout #1";"3064";"Seated Row (Machine)";"2";"50.0";"8";"";"";"";"";"First workout given by PT (with extras)"
"6";"2022-01-24 12:49:27";"Workout #1";"3064";"Seated Row (Machine)";"3";"50.0";"8";"";"";"";"";"First workout given by PT (with extras)"
"6";"2022-01-24 12:49:27";"Workout #1";"3064";"Seated Row (Machine)";"4";"50.0";"8";"";"";"";"";"First workout given by PT (with extras)"
"6";"2022-01-24 12:49:27";"Workout #1";"3064";"Pec Deck (Machine)";"1";"30.0";"10";"";"";"";"";"First workout given by PT (with extras)"
"6";"2022-01-24 12:49:27";"Workout #1";"3064";"Pec Deck (Machine)";"2";"32.5";"10";"";"";"";"";"First workout given by PT (with extras)"
"6";"2022-01-24 12:49:27";"Workout #1";"3064";"Pec Deck (Machine)";"3";"35.0";"8";"";"";"";"";"First workout given by PT (with extras)"
"6";"2022-01-24 12:49:27";"Workout #1";"3064";"Pec Deck (Machine)";"4";"35.0";"8";"";"";"";"";"First workout given by PT (with extras)"
"6";"2022-01-24 12:49:27";"Workout #1";"3064";"Pullover (Machine)";"1";"52.5";"10";"";"";"";"";"First workout given by PT (with extras)"
"6";"2022-01-24 12:49:27";"Workout #1";"3064";"Pullover (Machine)";"2";"55.0";"8";"";"";"";"";"First workout given by PT (with extras)"
"6";"2022-01-24 12:49:27";"Workout #1";"3064";"Pullover (Machine)";"3";"57.5";"8";"";"";"";"";"First workout given by PT (with extras)"
"6";"2022-01-24 12:49:27";"Workout #1";"3064";"Pullover (Machine)";"4";"57.5";"8";"";"";"";"";"First workout given by PT (with extras)"
"6";"2022-01-24 12:49:27";"Workout #1";"3064";"Shoulder Press (Machine)";"1";"25.0";"8";"";"";"";"";"First workout given by PT (with extras)"
"6";"2022-01-24 12:49:27";"Workout #1";"3064";"Shoulder Press (Machine)";"2";"27.5";"8";"";"";"";"";"First workout given by PT (with extras)"
"6";"2022-01-24 12:49:27";"Workout #1";"3064";"Shoulder Press (Machine)";"3";"27.5";"6";"";"";"";"";"First workout given by PT (with extras)"
"6";"2022-01-24 12:49:27";"Workout #1";"3064";"Shoulder Press (Machine)";"4";"27.5";"6";"";"";"";"";"First workout given by PT (with extras)"
"6";"2022-01-24 12:49:27";"Workout #1";"3064";"Bicep Curl (Dumbbell)";"1";"10.0";"20";"";"";"";"";"First workout given by PT (with extras)"
"6";"2022-01-24 12:49:27";"Workout #1";"3064";"Bicep Curl (Dumbbell)";"2";"10.0";"16";"";"";"";"";"First workout given by PT (with extras)"
"6";"2022-01-24 12:49:27";"Workout #1";"3064";"Bicep Curl (Dumbbell)";"3";"8.0";"16";"";"";"";"";"First workout given by PT (with extras)"
"7";"2022-02-16 12:59:21";"Workout #1";"4301";"Cycling (Indoor)";"1";"";"";"";"0.0";"1800.0";"";"First workout given by PT (with extras)"
"7";"2022-02-16 12:59:21";"Workout #1";"4301";"Chest Press (Machine)";"1";"35.0";"10";"";"";"";"";"First workout given by PT (with extras)"
"7";"2022-02-16 12:59:21";"Workout #1";"4301";"Chest Press (Machine)";"2";"35.0";"8";"";"";"";"";"First workout given by PT (with extras)"
"7";"2022-02-16 12:59:21";"Workout #1";"4301";"Seated Row (Machine)";"1";"45.0";"10";"";"";"";"";"First workout given by PT (with extras)"
"7";"2022-02-16 12:59:21";"Workout #1";"4301";"Seated Row (Machine)";"2";"50.0";"8";"";"";"";"";"First workout given by PT (with extras)"
"7";"2022-02-16 12:59:21";"Workout #1";"4301";"Seated Row (Machine)";"3";"50.0";"8";"";"";"";"";"First workout given by PT (with extras)"
"7";"2022-02-16 12:59:21";"Workout #1";"4301";"Pec Deck (Machine)";"1";"30.0";"10";"";"";"";"";"First workout given by PT (with extras)"
"7";"2022-02-16 12:59:21";"Workout #1";"4301";"Pec Deck (Machine)";"2";"32.5";"10";"";"";"";"";"First workout given by PT (with extras)"
"7";"2022-02-16 12:59:21";"Workout #1";"4301";"Pec Deck (Machine)";"3";"35.0";"8";"";"";"";"";"First workout given by PT (with extras)"
"7";"2022-02-16 12:59:21";"Workout #1";"4301";"Pullover (Machine)";"1";"52.5";"10";"";"";"";"";"First workout given by PT (with extras)"
"7";"2022-02-16 12:59:21";"Workout #1";"4301";"Pullover (Machine)";"2";"55.0";"8";"";"";"";"";"First workout given by PT (with extras)"
"7";"2022-02-16 12:59:21";"Workout #1";"4301";"Pullover (Machine)";"3";"57.5";"8";"";"";"";"";"First workout given by PT (with extras)"
"7";"2022-02-16 12:59:21";"Workout #1";"4301";"Seated Leg Press (Machine)";"1";"50.0";"12";"";"";"";"";"First workout given by PT (with extras)"
"7";"2022-02-16 12:59:21";"Workout #1";"4301";"Seated Leg Press (Machine)";"2";"50.0";"10";"";"";"";"";"First workout given by PT (with extras)"
"7";"2022-02-16 12:59:21";"Workout #1";"4301";"Seated Leg Press (Machine)";"3";"50.0";"10";"";"";"";"";"First workout given by PT (with extras)"
"7";"2022-02-16 12:59:21";"Workout #1";"4301";"Seated Leg Curl (Machine)";"1";"42.5";"10";"";"";"";"";"First workout given by PT (with extras)"
"7";"2022-02-16 12:59:21";"Workout #1";"4301";"Seated Leg Curl (Machine)";"2";"45.0";"10";"";"";"";"";"First workout given by PT (with extras)"
"7";"2022-02-16 12:59:21";"Workout #1";"4301";"Seated Leg Curl (Machine)";"3";"45.0";"8";"";"";"";"";"First workout given by PT (with extras)"
"7";"2022-02-16 12:59:21";"Workout #1";"4301";"Shoulder Press (Machine)";"1";"25.0";"8";"";"";"";"";"First workout given by PT (with extras)"
"7";"2022-02-16 12:59:21";"Workout #1";"4301";"Shoulder Press (Machine)";"2";"27.5";"8";"";"";"";"";"First workout given by PT (with extras)"
"7";"2022-02-16 12:59:21";"Workout #1";"4301";"Shoulder Press (Machine)";"3";"27.5";"8";"";"";"";"";"First workout given by PT (with extras)"
"7";"2022-02-16 12:59:21";"Workout #1";"4301";"Plank";"1";"";"";"";"";"40.0";"";"First workout given by PT (with extras)"
"7";"2022-02-16 12:59:21";"Workout #1";"4301";"Plank";"2";"";"";"";"";"40.0";"";"First workout given by PT (with extras)"
"7";"2022-02-16 12:59:21";"Workout #1";"4301";"Plank";"3";"";"";"";"";"40.0";"";"First workout given by PT (with extras)"
"7";"2022-02-16 12:59:21";"Workout #1";"4301";"Bicep Curl (Dumbbell)";"1";"10.0";"20";"";"";"";"";"First workout given by PT (with extras)"
"7";"2022-02-16 12:59:21";"Workout #1";"4301";"Bicep Curl (Dumbbell)";"2";"8.0";"16";"";"";"";"";"First workout given by PT (with extras)"
"7";"2022-02-16 12:59:21";"Workout #1";"4301";"Bicep Curl (Dumbbell)";"3";"8.0";"10";"";"";"";"";"First workout given by PT (with extras)"
"8";"2022-02-21 18:25:56";"Workout #1";"2650";"Cycling (Indoor)";"1";"";"";"";"0.0";"1200.0";"";"First workout given by PT (with extras)"
"8";"2022-02-21 18:25:56";"Workout #1";"2650";"Chest Press (Machine)";"1";"35.0";"10";"";"";"";"";"First workout given by PT (with extras)"
"8";"2022-02-21 18:25:56";"Workout #1";"2650";"Chest Press (Machine)";"2";"35.0";"8";"";"";"";"";"First workout given by PT (with extras)"
"8";"2022-02-21 18:25:56";"Workout #1";"2650";"Chest Press (Machine)";"3";"35.0";"8";"";"";"";"";"First workout given by PT (with extras)"
"8";"2022-02-21 18:25:56";"Workout #1";"2650";"Seated Row (Machine)";"1";"45.0";"10";"";"";"";"";"First workout given by PT (with extras)"
"8";"2022-02-21 18:25:56";"Workout #1";"2650";"Seated Row (Machine)";"2";"50.0";"8";"";"";"";"";"First workout given by PT (with extras)"
"8";"2022-02-21 18:25:56";"Workout #1";"2650";"Seated Row (Machine)";"3";"50.0";"8";"";"";"";"";"First workout given by PT (with extras)"
"8";"2022-02-21 18:25:56";"Workout #1";"2650";"Pec Deck (Machine)";"1";"30.0";"10";"";"";"";"";"First workout given by PT (with extras)"
"8";"2022-02-21 18:25:56";"Workout #1";"2650";"Pec Deck (Machine)";"2";"32.5";"10";"";"";"";"";"First workout given by PT (with extras)"
"8";"2022-02-21 18:25:56";"Workout #1";"2650";"Pec Deck (Machine)";"3";"35.0";"8";"";"";"";"";"First workout given by PT (with extras)"
"8";"2022-02-21 18:25:56";"Workout #1";"2650";"Pullover (Machine)";"1";"52.5";"10";"";"";"";"";"First workout given by PT (with extras)"
"8";"2022-02-21 18:25:56";"Workout #1";"2650";"Pullover (Machine)";"2";"55.0";"8";"";"";"";"";"First workout given by PT (with extras)"
"8";"2022-02-21 18:25:56";"Workout #1";"2650";"Pullover (Machine)";"3";"57.5";"8";"";"";"";"";"First workout given by PT (with extras)"
"8";"2022-02-21 18:25:56";"Workout #1";"2650";"Shoulder Press (Machine)";"1";"25.0";"10";"";"";"";"";"First workout given by PT (with extras)"
"8";"2022-02-21 18:25:56";"Workout #1";"2650";"Shoulder Press (Machine)";"2";"27.5";"8";"";"";"";"";"First workout given by PT (with extras)"
"8";"2022-02-21 18:25:56";"Workout #1";"2650";"Shoulder Press (Machine)";"3";"27.5";"8";"";"";"";"";"First workout given by PT (with extras)"
"8";"2022-02-21 18:25:56";"Workout #1";"2650";"Plank";"1";"";"";"";"";"40.0";"";"First workout given by PT (with extras)"
"8";"2022-02-21 18:25:56";"Workout #1";"2650";"Plank";"2";"";"";"";"";"40.0";"";"First workout given by PT (with extras)"
"9";"2022-02-23 19:17:10";"Workout #1";"2081";"Cycling (Indoor)";"1";"";"";"";"0.0";"1800.0";"";"First workout given by PT (with extras)"
"9";"2022-02-23 19:17:10";"Workout #1";"2081";"Chest Press (Machine)";"1";"40.0";"10";"";"";"";"";"First workout given by PT (with extras)"
"9";"2022-02-23 19:17:10";"Workout #1";"2081";"Chest Press (Machine)";"2";"42.5";"8";"";"";"";"";"First workout given by PT (with extras)"
"9";"2022-02-23 19:17:10";"Workout #1";"2081";"Chest Press (Machine)";"3";"45.0";"8";"";"";"";"";"First workout given by PT (with extras)"
"9";"2022-02-23 19:17:10";"Workout #1";"2081";"Seated Row (Machine)";"1";"45.0";"10";"";"";"";"";"First workout given by PT (with extras)"
"9";"2022-02-23 19:17:10";"Workout #1";"2081";"Seated Row (Machine)";"2";"50.0";"8";"";"";"";"";"First workout given by PT (with extras)"
"9";"2022-02-23 19:17:10";"Workout #1";"2081";"Seated Row (Machine)";"3";"50.0";"8";"";"";"";"";"First workout given by PT (with extras)"
