"Workout #";"Date";"Workout Name";"Duration (sec)";"Exercise Name";"Set Order";"Weight (kg)";"Reps";"RPE";"Distance (meters)";"Seconds";"Notes";"Workout Notes"
"200";"2023-02-27 18:24:37";"Push #2";"4311";"Incline Bench Press (Dumbbell)";"2";"22.0";"8";"";"";"";"";""
"200";"2023-02-27 18:24:37";"Push #2";"4311";"Incline Bench Press (Dumbbell)";"3";"24.0";"6";"";"";"";"";""
"200";"2023-02-27 18:24:37";"Push #2";"4311";"Chest Fly (Dumbbell)";"1";"12.0";"10";"";"";"";"";""
"200";"2023-02-27 18:24:37";"Push #2";"4311";"Chest Fly (Dumbbell)";"2";"12.0";"10";"";"";"";"";""
"200";"2023-02-27 18:24:37";"Push #2";"4311";"Chest Fly (Dumbbell)";"3";"14.0";"8";"";"";"";"";""
"200";"2023-02-27 18:24:37";"Push #2";"4311";"Lateral Raise (Dumbbell)";"1";"8.0";"12";"";"";"";"";""
"200";"2023-02-27 18:24:37";"Push #2";"4311";"Lateral Raise (Dumbbell)";"2";"8.0";"12";"";"";"";"";""
"200";"2023-02-27 18:24:37";"Push #2";"4311";"Lateral Raise (Dumbbell)";"3";"10.0";"6";"";"";"";"";""
"200";"2023-02-27 18:24:37";"Push #2";"4311";"Triceps Pushdown (Cable - Straight Bar)";"1";"20.0";"12";"";"";"";"";""
"200";"2023-02-27 18:24:37";"Push #2";"4311";"Triceps Pushdown (Cable - Straight Bar)";"2";"22.5";"10";"";"";"";"";""
"200";"2023-02-27 18:24:37";"Push #2";"4311";"Triceps Pushdown (Cable - Straight Bar)";"3";"25.0";"10";"";"";"";"";""
"200";"2023-02-27 18:24:37";"Push #2";"4311";"Triceps Extension (Dumbbell)";"1";"8.0";"10";"";"";"";"";""
"200";"2023-02-27 18:24:37";"Push #2";"4311";"Triceps Extension (Dumbbell)";"2";"8.0";"10";"";"";"";"";""
"200";"2023-02-27 18:24:37";"Push #2";"4311";"Triceps Extension (Dumbbell)";"3";"10.0";"8";"";"";"";"";""
"201";"2023-02-28 17:23:51";"Trial Pull #3";"3958";"Lat Pulldown (Cable)";"1";"50.0";"12";"";"";"";"";""
"201";"2023-02-28 17:23:51";"Trial Pull #3";"3958";"Lat Pulldown (Cable)";"2";"55.0";"10";"";"";"";"";""
"201";"2023-02-28 17:23:51";"Trial Pull #3";"3958";"Lat Pulldown (Cable)";"3";"55.0";"6";"";"";"";"";""
"201";"2023-02-28 17:23:51";"Trial Pull #3";"3958";"Decline Seated Row Cable";"1";"30.0";"12";"";"";"";"";""
"201";"2023-02-28 17:23:51";"Trial Pull #3";"3958";"Decline Seated Row Cable";"2";"40.0";"10";"";"";"";"";""
"201";"2023-02-28 17:23:51";"Trial Pull #3";"3958";"Decline Seated Row Cable";"3";"45.0";"8";"";"";"";"";""
"201";"2023-02-28 17:23:51";"Trial Pull #3";"3958";"Pulldown";"1";"10.0";"12";"";"";"";"";""
"201";"2023-02-28 17:23:51";"Trial Pull #3";"3958";"Pulldown";"2";"15.0";"10";"";"";"";"";""
"201";"2023-02-28 17:23:51";"Trial Pull #3";"3958";"Pulldown";"3";"15.0";"10";"";"";"";"";""
"201";"2023-02-28 17:23:51";"Trial Pull #3";"3958";"One Arm Row Cable";"1";"35.0";"12";"";"";"";"";""
"201";"2023-02-28 17:23:51";"Trial Pull #3";"3958";"One Arm Row Cable";"2";"45.0";"10";"";"";"";"";""
"201";"2023-02-28 17:23:51";"Trial Pull #3";"3958";"One Arm Row Cable";"3";"45.0";"10";"";"";"";"";""
"201";"2023-02-28 17:23:51";"Trial Pull #3";"3958";"Rope Face Pull";"1";"20.0";"15";"";"";"";"";""
"201";"2023-02-28 17:23:51";"Trial Pull #3";"3958";"Rope Face Pull";"2";"25.0";"15";"";"";"";"";""
"201";"2023-02-28 17:23:51";"Trial Pull #3";"3958";"Rope Face Pull";"3";"27.5";"15";"";"";"";"";""
"201";"2023-02-28 17:23:51";"Trial Pull #3";"3958";"Bicep Curl (Dumbbell)";"1";"10.0";"10";"";"";"";"";""
"201";"2023-02-28 17:23:51";"Trial Pull #3";"3958";"Bicep Curl (Dumbbell)";"2";"12.0";"8";"";"";"";"";""
"201";"2023-02-28 17:23:51";"Trial Pull #3";"3958";"Bicep Curl (Dumbbell)";"3";"14.0";"6";"";"";"";"";""
"202";"2023-03-02 18:51:06";"Full Body";"3822";"Chest Press (Machine)";"1";"50.0";"12";"";"";"";"";""
"202";"2023-03-02 18:51:06";"Full Body";"3822";"Chest Press (Machine)";"2";"55.0";"10";"";"";"";"";""
"202";"2023-03-02 18:51:06";"Full Body";"3822";"Chest Press (Machine)";"3";"60.0";"8";"";"";"";"";""
"202";"2023-03-02 18:51:06";"Full Body";"3822";"Lat Pulldown (Cable)";"1";"50.0";"12";"";"";"";"";""
"202";"2023-03-02 18:51:06";"Full Body";"3822";"Lat Pulldown (Cable)";"2";"50.0";"10";"";"";"";"";""
"202";"2023-03-02 18:51:06";"Full Body";"3822";"Lat Pulldown (Cable)";"3";"55.0";"8";"";"";"";"";""
"202";"2023-03-02 18:51:06";"Full Body";"3822";"Seated Row (Machine)";"1";"50.0";"12";"";"";"";"";""
"202";"2023-03-02 18:51:06";"Full Body";"3822";"Seated Row (Machine)";"2";"55.0";"10";"";"";"";"";""
"202";"2023-03-02 18:51:06";"Full Body";"3822";"Seated Row (Machine)";"3";"60.0";"8";"";"";"";"";""
"202";"2023-03-02 18:51:06";"Full Body";"3822";"Leg Extension (Machine)";"1";"35.0";"12";"";"";"";"";""
"202";"2023-03-02 18:51:06";"Full Body";"3822";"Leg Extension (Machine)";"2";"40.0";"10";"";"";"";"";""
"202";"2023-03-02 18:51:06";"Full Body";"3822";"Leg Extension (Machine)";"3";"40.0";"8";"";"";"";"";""
"202";"2023-03-02 18:51:06";"Full Body";"3822";"Seated Leg Curl (Machine)";"1";"35.0";"12";"";"";"";"";""
"202";"2023-03-02 18:51:06";"Full Body";"3822";"Seated Leg Curl (Machine)";"2";"40.0";"10";"";"";"";"";""
"202";"2023-03-02 18:51:06";"Full Body";"3822";"Seated Leg Curl (Machine)";"3";"40.0";"8";"";"";"";"";""
"203";"2023-03-03 18:54:17";"Push #2";"4115";"Bench Press (Barbell)";"1";"15.0";"10";"";"";"";"";""
"203";"2023-03-03 18:54:17";"Push #2";"4115";"Bench Press (Barbell)";"2";"17.5";"8";"";"";"";"";""
"203";"2023-03-03 18:54:17";"Push #2";"4115";"Bench Press (Barbell)";"3";"20.0";"8";"";"";"";"";""
"203";"2023-03-03 18:54:17";"Push #2";"4115";"Bench Press (Barbell)";"4";"22.5";"5";"";"";"";"";""
"203";"2023-03-03 18:54:17";"Push #2";"4115";"Incline Bench Press (Dumbbell)";"1";"20.0";"10";"";"";"";"";""
"203";"2023-03-03 18:54:17";"Push #2";"4115";"Incline Bench Press (Dumbbell)";"2";"22.0";"8";"";"";"";"";""
"203";"2023-03-03 18:54:17";"Push #2";"4115";"Incline Bench Press (Dumbbell)";"3";"24.0";"6";"";"";"";"";""
"203";"2023-03-03 18:54:17";"Push #2";"4115";"Chest Fly (Dumbbell)";"1";"12.0";"10";"";"";"";"";""
"203";"2023-03-03 18:54:17";"Push #2";"4115";"Chest Fly (Dumbbell)";"2";"12.0";"10";"";"";"";"";""
"203";"2023-03-03 18:54:17";"Push #2";"4115";"Chest Fly (Dumbbell)";"3";"14.0";"8";"";"";"";"";""
"203";"2023-03-03 18:54:17";"Push #2";"4115";"Lateral Raise (Dumbbell)";"1";"8.0";"12";"";"";"";"";""
"203";"2023-03-03 18:54:17";"Push #2";"4115";"Lateral Raise (Dumbbell)";"2";"8.0";"12";"";"";"";"";""
"203";"2023-03-03 18:54:17";"Push #2";"4115";"Lateral Raise (Dumbbell)";"3";"10.0";"6";"";"";"";"";""
"203";"2023-03-03 18:54:17";"Push #2";"4115";"Triceps Pushdown (Cable - Straight Bar)";"1";"22.5";"12";"";"";"";"";""
"203";"2023-03-03 18:54:17";"Push #2";"4115";"Triceps Pushdown (Cable - Straight Bar)";"2";"22.5";"10";"";"";"";"";""
"203";"2023-03-03 18:54:17";"Push #2";"4115";"Triceps Pushdown (Cable - Straight Bar)";"3";"25.0";"10";"";"";"";"";""
"203";"2023-03-03 18:54:17";"Push #2";"4115";"Triceps Extension (Dumbbell)";"1";"8.0";"10";"";"";"";"";""
"203";"2023-03-03 18:54:17";"Push #2";"4115";"Triceps Extension (Dumbbell)";"2";"8.0";"10";"";"";"";"";""
"203";"2023-03-03 18:54:17";"Push #2";"4115";"Triceps Extension (Dumbbell)";"3";"10.0";"8";"";"";"";"";""
"203";"2023-03-03 18:54:17";"Push #2";"4115";"Walking";"1";"";"";"";"0.0";"1800.0";"";""
"204";"2023-03-06 19:17:14";"Push #2";"5208";"Bench Press (Barbell)";"1";"15.0";"10";"";"";"";"";""
"204";"2023-03-06 19:17:14";"Push #2";"5208";"Bench Press (Barbell)";"2";"17.5";"8";"";"";"";"";""
"204";"2023-03-06 19:17:14";"Push #2";"5208";"Bench Press (Barbell)";"3";"20.0";"8";"";"";"";"";""
"204";"2023-03-06 19:17:14";"Push #2";"5208";"Bench Press (Barbell)";"4";"22.5";"5";"";"";"";"";""
"204";"2023-03-06 19:17:14";"Push #2";"5208";"Incline Bench Press (Dumbbell)";"1";"20.0";"10";"";"";"";"";""
"204";"2023-03-06 19:17:14";"Push #2";"5208";"Incline Bench Press (Dumbbell)";"2";"22.0";"8";"";"";"";"";""
"204";"2023-03-06 19:17:14";"Push #2";"5208";"Incline Bench Press (Dumbbell)";"3";"24.0";"6";"";"";"";"";""
"204";"2023-03-06 19:17:14";"Push #2";"5208";"Chest Fly (Dumbbell)";"1";"12.0";"10";"";"";"";"";""
"204";"2023-03-06 19:17:14";"Push #2";"5208";"Chest Fly (Dumbbell)";"2";"12.0";"10";"";"";"";"";""
"204";"2023-03-06 19:17:14";"Push #2";"5208";"Chest Fly (Dumbbell)";"3";"14.0";"8";"";"";"";"";""
"204";"2023-03-06 19:17:14";"Push #2";"5208";"Lateral Raise (Dumbbell)";"1";"8.0";"12";"";"";"";"";""
"204";"2023-03-06 19:17:14";"Push #2";"5208";"Lateral Raise (Dumbbell)";"2";"8.0";"12";"";"";"";"";""
"204";"2023-03-06 19:17:14";"Push #2";"5208";"Lateral Raise (Dumbbell)";"3";"10.0";"6";"";"";"";"";""
"204";"2023-03-06 19:17:14";"Push #2";"5208";"Triceps Pushdown (Cable - Straight Bar)";"1";"22.5";"12";"";"";"";"";""
"204";"2023-03-06 19:17:14";"Push #2";"5208";"Triceps Pushdown (Cable - Straight Bar)";"2";"22.5";"10";"";"";"";"";""
"204";"2023-03-06 19:17:14";"Push #2";"5208";"Triceps Pushdown (Cable - Straight Bar)";"3";"25.0";"10";"";"";"";"";""
"204";"2023-03-06 19:17:14";"Push #2";"5208";"Triceps Extension (Dumbbell)";"1";"8.0";"10";"";"";"";"";""
"204";"2023-03-06 19:17:14";"Push #2";"5208";"Triceps Extension (Dumbbell)";"2";"8.0";"10";"";"";"";"";""
"204";"2023-03-06 19:17:14";"Push #2";"5208";"Triceps Extension (Dumbbell)";"3";"10.0";"8";"";"";"";"";""
"204";"2023-03-06 19:17:14";"Push #2";"5208";"Crunch";"1";"0.0";"20";"";"";"";"";""
"204";"2023-03-06 19:17:14";"Push #2";"5208";"Crunch";"2";"0.0";"20";"";"";"";"";""
"204";"2023-03-06 19:17:14";"Push #2";"5208";"Flat Leg Raise";"1";"";"11";"";"";"";"";""
"204";"2023-03-06 19:17:14";"Push #2";"5208";"Flat Leg Raise";"2";"";"9";"";"";"";"";""
"205";"2023-03-07 17:45:13";"Trial Pull #3";"4460";"Crunch";"1";"0.0";"20";"";"";"";"";""
"205";"2023-03-07 17:45:13";"Trial Pull #3";"4460";"Crunch";"2";"0.0";"20";"";"";"";"";""
"205";"2023-03-07 17:45:13";"Trial Pull #3";"4460";"Flat Leg Raise";"1";"";"10";"";"";"";"";""
"205";"2023-03-07 17:45:13";"Trial Pull #3";"4460";"Flat Leg Raise";"2";"";"10";"";"";"";"";""
"205";"2023-03-07 17:45:13";"Trial Pull #3";"4460";"Lat Pulldown (Cable)";"1";"50.0";"12";"";"";"";"";""
"205";"2023-03-07 17:45:13";"Trial Pull #3";"4460";"Lat Pulldown (Cable)";"2";"55.0";"10";"";"";"";"";""
"205";"2023-03-07 17:45:13";"Trial Pull #3";"4460";"Lat Pulldown (Cable)";"3";"55.0";"6";"";"";"";"";""
"205";"2023-03-07 17:45:13";"Trial Pull #3";"4460";"Decline Seated Row Cable";"1";"35.0";"12";"";"";"";"";""
"205";"2023-03-07 17:45:13";"Trial Pull #3";"4460";"Decline Seated Row Cable";"2";"40.0";"10";"";"";"";"";""
"205";"2023-03-07 17:45:13";"Trial Pull #3";"4460";"Decline Seated Row Cable";"3";"40.0";"8";"";"";"";"";""
"205";"2023-03-07 17:45:13";"Trial Pull #3";"4460";"Pulldown";"1";"10.0";"12";"";"";"";"";""
"205";"2023-03-07 17:45:13";"Trial Pull #3";"4460";"Pulldown";"2";"15.0";"10";"";"";"";"";""
"205";"2023-03-07 17:45:13";"Trial Pull #3";"4460";"Pulldown";"3";"20.0";"10";"";"";"";"";""
"205";"2023-03-07 17:45:13";"Trial Pull #3";"4460";"One Arm Row Cable";"1";"35.0";"12";"";"";"";"";""
"205";"2023-03-07 17:45:13";"Trial Pull #3";"4460";"One Arm Row Cable";"2";"45.0";"10";"";"";"";"";""
"205";"2023-03-07 17:45:13";"Trial Pull #3";"4460";"One Arm Row Cable";"3";"45.0";"10";"";"";"";"";""
"205";"2023-03-07 17:45:13";"Trial Pull #3";"4460";"Rope Face Pull";"1";"20.0";"15";"";"";"";"";""
"205";"2023-03-07 17:45:13";"Trial Pull #3";"4460";"Rope Face Pull";"2";"25.0";"15";"";"";"";"";""
"205";"2023-03-07 17:45:13";"Trial Pull #3";"4460";"Rope Face Pull";"3";"27.5";"15";"";"";"";"";""
"205";"2023-03-07 17:45:13";"Trial Pull #3";"4460";"Bicep Curl (Dumbbell)";"1";"10.0";"10";"";"";"";"";""
"205";"2023-03-07 17:45:13";"Trial Pull #3";"4460";"Bicep Curl (Dumbbell)";"2";"12.0";"8";"";"";"";"";""
"205";"2023-03-07 17:45:13";"Trial Pull #3";"4460";"Bicep Curl (Dumbbell)";"3";"14.0";"6";"";"";"";"";""
"206";"2023-03-09 19:14:18";"Trial Pull #3";"4226";"Lat Pulldown (Cable)";"1";"50.0";"12";"";"";"";"";""
"206";"2023-03-09 19:14:18";"Trial Pull #3";"4226";"Lat Pulldown (Cable)";"2";"55.0";"10";"";"";"";"";""
"206";"2023-03-09 19:14:18";"Trial Pull #3";"4226";"Lat Pulldown (Cable)";"3";"55.0";"8";"";"";"";"";""
"206";"2023-03-09 19:14:18";"Trial Pull #3";"4226";"Decline Seated Row Cable";"1";"35.0";"12";"";"";"";"";""
"206";"2023-03-09 19:14:18";"Trial Pull #3";"4226";"Decline Seated Row Cable";"2";"40.0";"10";"";"";"";"";""
"206";"2023-03-09 19:14:18";"Trial Pull #3";"4226";"Decline Seated Row Cable";"3";"40.0";"8";"";"";"";"";""
"206";"2023-03-09 19:14:18";"Trial Pull #3";"4226";"Pulldown";"1";"15.0";"12";"";"";"";"";""
"206";"2023-03-09 19:14:18";"Trial Pull #3";"4226";"Pulldown";"2";"15.0";"10";"";"";"";"";""
"206";"2023-03-09 19:14:18";"Trial Pull #3";"4226";"Pulldown";"3";"20.0";"10";"";"";"";"";""
"206";"2023-03-09 19:14:18";"Trial Pull #3";"4226";"One Arm Row Cable";"1";"35.0";"12";"";"";"";"";""
"206";"2023-03-09 19:14:18";"Trial Pull #3";"4226";"One Arm Row Cable";"2";"45.0";"10";"";"";"";"";""
"206";"2023-03-09 19:14:18";"Trial Pull #3";"4226";"One Arm Row Cable";"3";"45.0";"10";"";"";"";"";""
"206";"2023-03-09 19:14:18";"Trial Pull #3";"4226";"Rope Face Pull";"1";"20.0";"15";"";"";"";"";""
"206";"2023-03-09 19:14:18";"Trial Pull #3";"4226";"Rope Face Pull";"2";"25.0";"15";"";"";"";"";""
"206";"2023-03-09 19:14:18";"Trial Pull #3";"4226";"Rope Face Pull";"3";"27.5";"15";"";"";"";"";""
"206";"2023-03-09 19:14:18";"Trial Pull #3";"4226";"Bicep Curl (Dumbbell)";"1";"10.0";"10";"";"";"";"";""
"206";"2023-03-09 19:14:18";"Trial Pull #3";"4226";"Bicep Curl (Dumbbell)";"2";"12.0";"8";"";"";"";"";""
"206";"2023-03-09 19:14:18";"Trial Pull #3";"4226";"Bicep Curl (Dumbbell)";"3";"14.0";"6";"";"";"";"";""
"207";"2023-03-10 19:17:09";"Trial Push #3";"4228";"Incline Bench Press (Dumbbell)";"1";"20.0";"10";"";"";"";"";""
"207";"2023-03-10 19:17:09";"Trial Push #3";"4228";"Incline Bench Press (Dumbbell)";"2";"24.0";"8";"";"";"";"";""
"207";"2023-03-10 19:17:09";"Trial Push #3";"4228";"Incline Bench Press (Dumbbell)";"3";"26.0";"7";"";"";"";"";""
"207";"2023-03-10 19:17:09";"Trial Push #3";"4228";"Bench Press (Dumbbell)";"1";"20.0";"10";"";"";"";"";""
"207";"2023-03-10 19:17:09";"Trial Push #3";"4228";"Bench Press (Dumbbell)";"2";"22.0";"8";"";"";"";"";""
"207";"2023-03-10 19:17:09";"Trial Push #3";"4228";"Bench Press (Dumbbell)";"3";"24.0";"8";"";"";"";"";""
"207";"2023-03-10 19:17:09";"Trial Push #3";"4228";"Chest Fly (Dumbbell)";"1";"12.0";"10";"";"";"";"";""
"207";"2023-03-10 19:17:09";"Trial Push #3";"4228";"Chest Fly (Dumbbell)";"2";"12.0";"10";"";"";"";"";""
"207";"2023-03-10 19:17:09";"Trial Push #3";"4228";"Chest Fly (Dumbbell)";"3";"14.0";"8";"";"";"";"";""
"207";"2023-03-10 19:17:09";"Trial Push #3";"4228";"Lateral Raise (Dumbbell)";"1";"8.0";"12";"";"";"";"";""
"207";"2023-03-10 19:17:09";"Trial Push #3";"4228";"Lateral Raise (Dumbbell)";"2";"8.0";"12";"";"";"";"";""
"207";"2023-03-10 19:17:09";"Trial Push #3";"4228";"Lateral Raise (Dumbbell)";"3";"10.0";"8";"";"";"";"";""
"207";"2023-03-10 19:17:09";"Trial Push #3";"4228";"Triceps Pushdown (Cable - Straight Bar)";"1";"22.5";"12";"";"";"";"";""
"207";"2023-03-10 19:17:09";"Trial Push #3";"4228";"Triceps Pushdown (Cable - Straight Bar)";"2";"22.5";"10";"";"";"";"";""
"207";"2023-03-10 19:17:09";"Trial Push #3";"4228";"Triceps Pushdown (Cable - Straight Bar)";"3";"25.0";"10";"";"";"";"";""
"207";"2023-03-10 19:17:09";"Trial Push #3";"4228";"Triceps Extension (Dumbbell)";"1";"8.0";"10";"";"";"";"";""
"207";"2023-03-10 19:17:09";"Trial Push #3";"4228";"Triceps Extension (Dumbbell)";"2";"8.0";"10";"";"";"";"";""
"207";"2023-03-10 19:17:09";"Trial Push #3";"4228";"Triceps Extension (Dumbbell)";"3";"10.0";"8";"";"";"";"";""
"208";"2023-03-15 15:00:27";"Push #3";"3405";"Incline Bench Press (Dumbbell)";"1";"20.0";"10";"";"";"";"";""
"208";"2023-03-15 15:00:27";"Push #3";"3405";"Incline Bench Press (Dumbbell)";"2";"24.0";"8";"";"";"";"";""
"208";"2023-03-15 15:00:27";"Push #3";"3405";"Incline Bench Press (Dumbbell)";"3";"26.0";"6";"";"";"";"";""
"208";"2023-03-15 15:00:27";"Push #3";"3405";"Bench Press (Dumbbell)";"1";"20.0";"10";"";"";"";"";""
"208";"2023-03-15 15:00:27";"Push #3";"3405";"Bench Press (Dumbbell)";"2";"22.0";"8";"";"";"";"";""
"208";"2023-03-15 15:00:27";"Push #3";"3405";"Bench Press (Dumbbell)";"3";"26.0";"6";"";"";"";"";""
"208";"2023-03-15 15:00:27";"Push #3";"3405";"Chest Fly (Dumbbell)";"1";"12.0";"10";"";"";"";"";""
"208";"2023-03-15 15:00:27";"Push #3";"3405";"Chest Fly (Dumbbell)";"2";"12.0";"10";"";"";"";"";""
"208";"2023-03-15 15:00:27";"Push #3";"3405";"Chest Fly (Dumbbell)";"3";"14.0";"8";"";"";"";"";""
"208";"2023-03-15 15:00:27";"Push #3";"3405";"Lateral Raise (Dumbbell)";"1";"8.0";"12";"";"";"";"";""
"208";"2023-03-15 15:00:27";"Push #3";"3405";"Lateral Raise (Dumbbell)";"2";"8.0";"12";"";"";"";"";""
"208";"2023-03-15 15:00:27";"Push #3";"3405";"Lateral Raise (Dumbbell)";"3";"10.0";"8";"";"";"";"";""
"208";"2023-03-15 15:00:27";"Push #3";"3405";"Triceps Pushdown (Cable - Straight Bar)";"1";"22.5";"12";"";"";"";"";""
"208";"2023-03-15 15:00:27";"Push #3";"3405";"Triceps Pushdown (Cable - Straight Bar)";"2";"25.0";"10";"";"";"";"";""
"208";"2023-03-15 15:00:27";"Push #3";"3405";"Triceps Pushdown (Cable - Straight Bar)";"3";"30.0";"8";"";"";"";"";""
"208";"2023-03-15 15:00:27";"Push #3";"3405";"Triceps Extension (Dumbbell)";"1";"8.0";"10";"";"";"";"";""
"208";"2023-03-15 15:00:27";"Push #3";"3405";"Triceps Extension (Dumbbell)";"2";"8.0";"10";"";"";"";"";""
"208";"2023-03-15 15:00:27";"Push #3";"3405";"Triceps Extension (Dumbbell)";"3";"10.0";"8";"";"";"";"";""
"208";"2023-03-15 15:00:27";"Push #3";"3405";"Walking";"1";"";"";"";"0.0";"1800.0";"";""
"209";"2023-03-16 19:42:27";"Pull #3";"3957";"Lat Pulldown (Cable)";"1";"50.0";"12";"";"";"";"";""
"209";"2023-03-16 19:42:27";"Pull #3";"3957";"Lat Pulldown (Cable)";"2";"55.0";"10";"";"";"";"";""
"209";"2023-03-16 19:42:27";"Pull #3";"3957";"Lat Pulldown (Cable)";"3";"55.0";"8";"";"";"";"";""
"209";"2023-03-16 19:42:27";"Pull #3";"3957";"Decline Seated Row Cable";"1";"35.0";"12";"";"";"";"";""
"209";"2023-03-16 19:42:27";"Pull #3";"3957";"Decline Seated Row Cable";"2";"40.0";"10";"";"";"";"";""
"209";"2023-03-16 19:42:27";"Pull #3";"3957";"Decline Seated Row Cable";"3";"40.0";"8";"";"";"";"";""
"209";"2023-03-16 19:42:27";"Pull #3";"3957";"Pulldown";"1";"15.0";"12";"";"";"";"";""
"209";"2023-03-16 19:42:27";"Pull #3";"3957";"Pulldown";"2";"20.0";"10";"";"";"";"";""
"209";"2023-03-16 19:42:27";"Pull #3";"3957";"Pulldown";"3";"25.0";"8";"";"";"";"";""
"209";"2023-03-16 19:42:27";"Pull #3";"3957";"One Arm Row Cable";"1";"35.0";"12";"";"";"";"";""
"209";"2023-03-16 19:42:27";"Pull #3";"3957";"One Arm Row Cable";"2";"45.0";"10";"";"";"";"";""
"209";"2023-03-16 19:42:27";"Pull #3";"3957";"One Arm Row Cable";"3";"45.0";"10";"";"";"";"";""
"209";"2023-03-16 19:42:27";"Pull #3";"3957";"Rope Face Pull";"1";"20.0";"15";"";"";"";"";""
"209";"2023-03-16 19:42:27";"Pull #3";"3957";"Rope Face Pull";"2";"25.0";"15";"";"";"";"";""
"209";"2023-03-16 19:42:27";"Pull #3";"3957";"Rope Face Pull";"3";"27.5";"15";"";"";"";"";""
"209";"2023-03-16 19:42:27";"Pull #3";"3957";"Bicep Curl (Dumbbell)";"1";"12.0";"10";"";"";"";"";""
"209";"2023-03-16 19:42:27";"Pull #3";"3957";"Bicep Curl (Dumbbell)";"2";"14.0";"8";"";"";"";"";""
"209";"2023-03-16 19:42:27";"Pull #3";"3957";"Bicep Curl (Dumbbell)";"3";"14.0";"6";"";"";"";"";""
"209";"2023-03-16 19:42:27";"Pull #3";"3957";"Crunch";"1";"0.0";"20";"";"";"";"";""
"209";"2023-03-16 19:42:27";"Pull #3";"3957";"Crunch";"2";"0.0";"20";"";"";"";"";""
"210";"2023-03-17 17:26:29";"Push #3";"4700";"Incline Bench Press (Dumbbell)";"1";"20.0";"10";"";"";"";"";""
"210";"2023-03-17 17:26:29";"Push #3";"4700";"Incline Bench Press (Dumbbell)";"2";"24.0";"8";"";"";"";"";""
"210";"2023-03-17 17:26:29";"Push #3";"4700";"Incline Bench Press (Dumbbell)";"3";"26.0";"6";"";"";"";"";""
"210";"2023-03-17 17:26:29";"Push #3";"4700";"Bench Press (Dumbbell)";"1";"20.0";"10";"";"";"";"";""
"210";"2023-03-17 17:26:29";"Push #3";"4700";"Bench Press (Dumbbell)";"2";"24.0";"8";"";"";"";"";""
"210";"2023-03-17 17:26:29";"Push #3";"4700";"Bench Press (Dumbbell)";"3";"26.0";"6";"";"";"";"";""
"210";"2023-03-17 17:26:29";"Push #3";"4700";"Chest Fly (Dumbbell)";"1";"12.0";"10";"";"";"";"";""
"210";"2023-03-17 17:26:29";"Push #3";"4700";"Chest Fly (Dumbbell)";"2";"12.0";"10";"";"";"";"";""
"210";"2023-03-17 17:26:29";"Push #3";"4700";"Chest Fly (Dumbbell)";"3";"14.0";"8";"";"";"";"";""
"210";"2023-03-17 17:26:29";"Push #3";"4700";"Lateral Raise (Dumbbell)";"1";"8.0";"12";"";"";"";"";""
"210";"2023-03-17 17:26:29";"Push #3";"4700";"Lateral Raise (Dumbbell)";"2";"8.0";"12";"";"";"";"";""
"210";"2023-03-17 17:26:29";"Push #3";"4700";"Lateral Raise (Dumbbell)";"3";"10.0";"8";"";"";"";"";""
"210";"2023-03-17 17:26:29";"Push #3";"4700";"Triceps Pushdown (Cable - Straight Bar)";"1";"25.0";"12";"";"";"";"";""
"210";"2023-03-17 17:26:29";"Push #3";"4700";"Triceps Pushdown (Cable - Straight Bar)";"2";"25.0";"10";"";"";"";"";""
"210";"2023-03-17 17:26:29";"Push #3";"4700";"Triceps Pushdown (Cable - Straight Bar)";"3";"30.0";"8";"";"";"";"";""
"210";"2023-03-17 17:26:29";"Push #3";"4700";"Triceps Extension (Dumbbell)";"1";"8.0";"10";"";"";"";"";""
"210";"2023-03-17 17:26:29";"Push #3";"4700";"Triceps Extension (Dumbbell)";"2";"8.0";"10";"";"";"";"";""
"210";"2023-03-17 17:26:29";"Push #3";"4700";"Triceps Extension (Dumbbell)";"3";"10.0";"9";"";"";"";"";""
"210";"2023-03-17 17:26:29";"Push #3";"4700";"Crunch";"1";"0.0";"20";"";"";"";"";""
"210";"2023-03-17 17:26:29";"Push #3";"4700";"Flat Leg Raise";"1";"";"15";"";"";"";"";""
"211";"2023-03-18 16:54:03";"Legs #1";"6979";"Squat (Barbell)";"1";"10.0";"10";"";"";"";"";""
"211";"2023-03-18 16:54:03";"Legs #1";"6979";"Squat (Barbell)";"2";"15.0";"8";"";"";"";"";""
"211";"2023-03-18 16:54:03";"Legs #1";"6979";"Squat (Barbell)";"3";"15.0";"8";"";"";"";"";""
"211";"2023-03-18 16:54:03";"Legs #1";"6979";"Squat (Barbell)";"4";"15.0";"8";"";"";"";"";""
"211";"2023-03-18 16:54:03";"Legs #1";"6979";"Squat (Barbell)";"5";"15.0";"8";"";"";"";"";""
"211";"2023-03-18 16:54:03";"Legs #1";"6979";"Lunge (Dumbbell)";"1";"0.0";"20";"";"";"";"";""
"211";"2023-03-18 16:54:03";"Legs #1";"6979";"Lunge (Dumbbell)";"2";"5.0";"20";"";"";"";"";""
"211";"2023-03-18 16:54:03";"Legs #1";"6979";"Lunge (Dumbbell)";"3";"7.5";"20";"";"";"";"";""
"211";"2023-03-18 16:54:03";"Legs #1";"6979";"Seated Leg Curl (Machine)";"1";"40.0";"12";"";"";"";"";""
"211";"2023-03-18 16:54:03";"Legs #1";"6979";"Seated Leg Curl (Machine)";"2";"40.0";"10";"";"";"";"";""
