Date;Workout Name;Exercise Name;Set Order;Weight;Weight Unit;Reps;RPE;Distance;Distance Unit;Seconds;Notes;Workout Notes;Workout Duration
2022-04-27 18:17:09;"Gym All-around";"Plank";1;;;;;;km;40;"";;1h 43m
2022-04-27 18:17:09;"Gym All-around";"Plank";2;;;;;;km;40;;;1h 43m
2022-04-27 18:17:09;"Gym All-around";"Plank";3;;;;;;km;40;;;1h 43m
2022-04-27 18:17:09;"Gym All-around";"Cycling (Indoor)";1;;;;;;km;1800;"";;1h 43m
2022-04-28 17:49:52;"Legs";"Cycling";1;;;;;;km;600;"";"";2h 23m
2022-04-28 17:49:52;"Legs";"Seated Leg Curl (Machine)";1;35;kg;10;;;;0;"";;2h 23m
2022-04-28 17:49:52;"Legs";"Seated Leg Curl (Machine)";2;37.5;kg;10;;;;0;;;2h 23m
2022-04-28 17:49:52;"Legs";"Seated Leg Curl (Machine)";3;37.5;kg;8;;;;0;;;2h 23m
2022-04-28 17:49:52;"Legs";"Seated Leg Curl (Machine)";4;37.5;kg;8;;;;0;;;2h 23m
2022-04-28 17:49:52;"Legs";"Leg Press";1;40;kg;10;;;;0;"";;2h 23m
2022-04-28 17:49:52;"Legs";"Leg Press";2;50;kg;10;;;;0;;;2h 23m
2022-04-28 17:49:52;"Legs";"Leg Press";3;50;kg;10;;;;0;;;2h 23m
2022-04-28 17:49:52;"Legs";"Leg Press";4;50;kg;10;;;;0;;;2h 23m
2022-04-28 17:49:52;"Legs";"Leg Extension (Machine)";1;30;kg;10;;;;0;"";;2h 23m
2022-04-28 17:49:52;"Legs";"Leg Extension (Machine)";2;32.5;kg;8;;;;0;;;2h 23m
2022-04-28 17:49:52;"Legs";"Leg Extension (Machine)";3;35;kg;8;;;;0;;;2h 23m
2022-04-28 17:49:52;"Legs";"Leg Extension (Machine)";4;35;kg;8;;;;0;;;2h 23m
2022-04-28 17:49:52;"Legs";"Leg Extension (Machine)";5;35;kg;8;;;;0;;;2h 23m
2022-04-28 17:49:52;"Legs";"Calf Press on Seated Leg Press";1;40;kg;10;;;;0;"";;2h 23m
2022-04-28 17:49:52;"Legs";"Calf Press on Seated Leg Press";2;40;kg;10;;;;0;;;2h 23m
2022-04-28 17:49:52;"Legs";"Calf Press on Seated Leg Press";3;40;kg;10;;;;0;;;2h 23m
2022-04-28 17:49:52;"Legs";"Calf Press on Seated Leg Press";4;40;kg;10;;;;0;;;2h 23m
2022-04-28 17:49:52;"Legs";"Hip Adductor (Machine)";1;30;kg;8;;;;0;"";;2h 23m
2022-04-28 17:49:52;"Legs";"Hip Adductor (Machine)";2;30;kg;8;;;;0;;;2h 23m
2022-04-28 17:49:52;"Legs";"Hip Adductor (Machine)";3;35;kg;8;;;;0;;;2h 23m
2022-04-28 17:49:52;"Legs";"Hip Adductor (Machine)";4;40;kg;8;;;;0;;;2h 23m
2022-04-28 17:49:52;"Legs";"Hip Abductor (Machine)";1;30;kg;10;;;;0;"";;2h 23m
2022-04-28 17:49:52;"Legs";"Hip Abductor (Machine)";2;30;kg;10;;;;0;;;2h 23m
2022-04-28 17:49:52;"Legs";"Hip Abductor (Machine)";3;35;kg;10;;;;0;;;2h 23m
2022-04-28 17:49:52;"Legs";"Hip Abductor (Machine)";4;40;kg;10;;;;0;;;2h 23m
2022-04-28 17:49:52;"Legs";"Plank";1;;;;;;km;40;"";;2h 23m
2022-04-28 17:49:52;"Legs";"Plank";2;;;;;;km;40;;;2h 23m
2022-04-28 17:49:52;"Legs";"Plank";3;;;;;;km;40;;;2h 23m
2022-04-28 17:49:52;"Legs";"Bicep Curl (Dumbbell)";1;12;kg;16;;;;0;"";;2h 23m
2022-04-28 17:49:52;"Legs";"Bicep Curl (Dumbbell)";2;12;kg;16;;;;0;;;2h 23m
2022-04-28 17:49:52;"Legs";"Swimming";1;;;;;;km;900;"";;2h 23m
2022-04-30 16:02:14;"Gym All-around";"Cycling (Indoor)";1;;;;;0;km;600;"";"All-around workout to be done in the gym";2h 37m
2022-04-30 16:02:14;"Gym All-around";"Chest Press (Machine)";1;40;kg;10;;;;0;"";;2h 37m
2022-04-30 16:02:14;"Gym All-around";"Chest Press (Machine)";2;40;kg;10;;;;0;;;2h 37m
2022-04-30 16:02:14;"Gym All-around";"Chest Press (Machine)";3;50;kg;10;;;;0;;;2h 37m
2022-04-30 16:02:14;"Gym All-around";"Chest Press (Machine)";4;50;kg;8;;;;0;;;2h 37m
2022-04-30 16:02:14;"Gym All-around";"Incline Chest Press (Machine)";1;20;kg;8;;;;0;"";;2h 37m
2022-04-30 16:02:14;"Gym All-around";"Incline Chest Press (Machine)";2;20;kg;8;;;;0;;;2h 37m
2022-04-30 16:02:14;"Gym All-around";"Incline Chest Press (Machine)";3;30;kg;8;;;;0;;;2h 37m
2022-04-30 16:02:14;"Gym All-around";"Incline Chest Press (Machine)";4;30;kg;8;;;;0;;;2h 37m
2022-04-30 16:02:14;"Gym All-around";"Pec Deck (Machine)";1;35;kg;12;;;;0;"";;2h 37m
2022-04-30 16:02:14;"Gym All-around";"Pec Deck (Machine)";2;37.5;kg;10;;;;0;;;2h 37m
2022-04-30 16:02:14;"Gym All-around";"Pec Deck (Machine)";3;40;kg;10;;;;0;;;2h 37m
2022-04-30 16:02:14;"Gym All-around";"Pec Deck (Machine)";4;40;kg;8;;;;0;;;2h 37m
2022-04-30 16:02:14;"Gym All-around";"Seated Row (Machine)";1;55;kg;10;;;;0;"";;2h 37m
2022-04-30 16:02:14;"Gym All-around";"Seated Row (Machine)";2;60;kg;10;;;;0;;;2h 37m
2022-04-30 16:02:14;"Gym All-around";"Seated Row (Machine)";3;60;kg;8;;;;0;;;2h 37m
2022-04-30 16:02:14;"Gym All-around";"Seated Row (Machine)";4;60;kg;8;;;;0;;;2h 37m
2022-04-30 16:02:14;"Gym All-around";"Pullover (Machine)";1;57.5;kg;8;;;;0;"";;2h 37m
2022-04-30 16:02:14;"Gym All-around";"Pullover (Machine)";2;60;kg;8;;;;0;;;2h 37m
2022-04-30 16:02:14;"Gym All-around";"Pullover (Machine)";3;60;kg;8;;;;0;;;2h 37m
2022-04-30 16:02:14;"Gym All-around";"Pullover (Machine)";4;60;kg;8;;;;0;;;2h 37m
2022-04-30 16:02:14;"Gym All-around";"Shoulder Press (Machine)";1;27.5;kg;10;;;;0;"";;2h 37m
2022-04-30 16:02:14;"Gym All-around";"Shoulder Press (Machine)";2;30;kg;10;;;;0;;;2h 37m
2022-04-30 16:02:14;"Gym All-around";"Shoulder Press (Machine)";3;30;kg;8;;;;0;;;2h 37m
2022-04-30 16:02:14;"Gym All-around";"Shoulder Press (Machine)";4;30;kg;8;;;;0;;;2h 37m
2022-04-30 16:02:14;"Gym All-around";"Bicep Curl (Dumbbell)";1;12;kg;16;;;;0;"";;2h 37m
2022-04-30 16:02:14;"Gym All-around";"Bicep Curl (Dumbbell)";2;12;kg;16;;;;0;;;2h 37m
2022-04-30 16:02:14;"Gym All-around";"Bicep Curl (Dumbbell)";3;10;kg;12;;;;0;;;2h 37m
2022-04-30 16:02:14;"Gym All-around";"Triceps Pushdown (Cable - Straight Bar)";1;10;kg;12;;;;0;"";;2h 37m
2022-04-30 16:02:14;"Gym All-around";"Triceps Pushdown (Cable - Straight Bar)";2;12.5;kg;8;;;;0;;;2h 37m
2022-04-30 16:02:14;"Gym All-around";"Triceps Pushdown (Cable - Straight Bar)";3;10;kg;10;;;;0;;;2h 37m
2022-04-30 16:02:14;"Gym All-around";"Triceps Pushdown (Cable - Straight Bar)";4;10;kg;8;;;;0;;;2h 37m
2022-04-30 16:02:14;"Gym All-around";"Plank";1;;;;;;km;40;"";;2h 37m
2022-04-30 16:02:14;"Gym All-around";"Plank";2;;;;;;km;40;;;2h 37m
2022-04-30 16:02:14;"Gym All-around";"Plank";3;;;;;;km;40;;;2h 37m
2022-04-30 16:02:14;"Gym All-around";"Swimming";1;;;;;;km;1800;"";;2h 37m
2022-05-02 22:17:23;"Evening Workout";"Swimming";1;;;;;;km;1800;"";"";1m
2022-05-04 18:35:03;"Gym All-around";"Cycling (Indoor)";1;;;;;0;km;600;"";"All-around workout to be done in the gym";1h 23m
2022-05-04 18:35:03;"Gym All-around";"Chest Press (Machine)";1;20;kg;15;;;;0;"";;1h 23m
2022-05-04 18:35:03;"Gym All-around";"Chest Press (Machine)";2;30;kg;12;;;;0;;;1h 23m
2022-05-04 18:35:03;"Gym All-around";"Chest Press (Machine)";3;30;kg;12;;;;0;;;1h 23m
2022-05-04 18:35:03;"Gym All-around";"Chest Press (Machine)";4;35;kg;12;;;;0;;;1h 23m
2022-05-04 18:35:03;"Gym All-around";"Incline Chest Press (Machine)";1;20;kg;12;;;;0;"";;1h 23m
2022-05-04 18:35:03;"Gym All-around";"Incline Chest Press (Machine)";2;20;kg;12;;;;0;;;1h 23m
2022-05-04 18:35:03;"Gym All-around";"Incline Chest Press (Machine)";3;30;kg;12;;;;0;;;1h 23m
2022-05-04 18:35:03;"Gym All-around";"Incline Chest Press (Machine)";4;35;kg;12;;;;0;;;1h 23m
2022-05-04 18:35:03;"Gym All-around";"Pec Deck (Machine)";1;35;kg;12;;;;0;"";;1h 23m
2022-05-04 18:35:03;"Gym All-around";"Pec Deck (Machine)";2;37.5;kg;12;;;;0;;;1h 23m
2022-05-04 18:35:03;"Gym All-around";"Pec Deck (Machine)";3;40;kg;12;;;;0;;;1h 23m
2022-05-04 18:35:03;"Gym All-around";"Pec Deck (Machine)";4;40;kg;12;;;;0;;;1h 23m
2022-05-04 18:35:03;"Gym All-around";"Seated Row (Machine)";1;55;kg;12;;;;0;"";;1h 23m
2022-05-04 18:35:03;"Gym All-around";"Seated Row (Machine)";2;55;kg;12;;;;0;;;1h 23m
2022-05-04 18:35:03;"Gym All-around";"Seated Row (Machine)";3;55;kg;12;;;;0;;;1h 23m
2022-05-04 18:35:03;"Gym All-around";"Seated Row (Machine)";4;55;kg;12;;;;0;;;1h 23m
2022-05-04 18:35:03;"Gym All-around";"Pullover (Machine)";1;57.5;kg;12;;;;0;"";;1h 23m
2022-05-04 18:35:03;"Gym All-around";"Pullover (Machine)";2;60;kg;12;;;;0;;;1h 23m
2022-05-04 18:35:03;"Gym All-around";"Pullover (Machine)";3;60;kg;8;;;;0;;;1h 23m
2022-05-04 18:35:03;"Gym All-around";"Pullover (Machine)";4;60;kg;8;;;;0;;;1h 23m
2022-05-04 18:35:03;"Gym All-around";"Shoulder Press (Machine)";1;27.5;kg;12;;;;0;"";;1h 23m
2022-05-04 18:35:03;"Gym All-around";"Shoulder Press (Machine)";2;27.5;kg;12;;;;0;;;1h 23m
2022-05-04 18:35:03;"Gym All-around";"Shoulder Press (Machine)";3;27.5;kg;8;;;;0;;;1h 23m
2022-05-04 18:35:03;"Gym All-around";"Bicep Curl (Dumbbell)";1;14;kg;10;;;;0;"";;1h 23m
2022-05-04 18:35:03;"Gym All-around";"Bicep Curl (Dumbbell)";2;10;kg;24;;;;0;;;1h 23m
2022-05-04 18:35:03;"Gym All-around";"Bicep Curl (Dumbbell)";3;10;kg;16;;;;0;;;1h 23m
2022-05-04 18:35:03;"Gym All-around";"Triceps Pushdown (Cable - Straight Bar)";1;10;kg;12;;;;0;"";;1h 23m
2022-05-04 18:35:03;"Gym All-around";"Triceps Pushdown (Cable - Straight Bar)";2;10;kg;12;;;;0;;;1h 23m
2022-05-04 18:35:03;"Gym All-around";"Triceps Pushdown (Cable - Straight Bar)";3;10;kg;10;;;;0;;;1h 23m
2022-05-04 18:35:03;"Gym All-around";"Triceps Pushdown (Cable - Straight Bar)";4;10;kg;10;;;;0;;;1h 23m
2022-05-04 18:35:03;"Gym All-around";"Plank";1;;;;;;km;40;"";;1h 23m
2022-05-04 18:35:03;"Gym All-around";"Plank";2;;;;;;km;40;;;1h 23m
2022-05-04 18:35:03;"Gym All-around";"Plank";3;;;;;;km;40;;;1h 23m
2022-05-05 18:19:12;"Legs";"Cycling";1;;;;;;km;600;"";"";1h 1m
2022-05-05 18:19:12;"Legs";"Seated Leg Curl (Machine)";1;35;kg;12;;;;0;"";;1h 1m
2022-05-05 18:19:12;"Legs";"Seated Leg Curl (Machine)";2;35;kg;12;;;;0;;;1h 1m
2022-05-05 18:19:12;"Legs";"Seated Leg Curl (Machine)";3;40;kg;12;;;;0;;;1h 1m
2022-05-05 18:19:12;"Legs";"Seated Leg Curl (Machine)";4;40;kg;12;;;;0;;;1h 1m
2022-05-05 18:19:12;"Legs";"Leg Press";1;40;kg;12;;;;0;"";;1h 1m
2022-05-05 18:19:12;"Legs";"Leg Press";2;50;kg;12;;;;0;;;1h 1m
2022-05-05 18:19:12;"Legs";"Leg Press";3;50;kg;12;;;;0;;;1h 1m
2022-05-05 18:19:12;"Legs";"Leg Press";4;50;kg;12;;;;0;;;1h 1m
2022-05-05 18:19:12;"Legs";"Leg Extension (Machine)";1;32.5;kg;12;;;;0;"";;1h 1m
2022-05-05 18:19:12;"Legs";"Leg Extension (Machine)";2;32.5;kg;12;;;;0;;;1h 1m
2022-05-05 18:19:12;"Legs";"Leg Extension (Machine)";3;32.5;kg;12;;;;0;;;1h 1m
2022-05-05 18:19:12;"Legs";"Leg Extension (Machine)";4;32.5;kg;12;;;;0;;;1h 1m
2022-05-05 18:19:12;"Legs";"Calf Press on Seated Leg Press";1;40;kg;12;;;;0;"";;1h 1m
2022-05-05 18:19:12;"Legs";"Calf Press on Seated Leg Press";2;40;kg;12;;;;0;;;1h 1m
2022-05-05 18:19:12;"Legs";"Calf Press on Seated Leg Press";3;50;kg;12;;;;0;;;1h 1m
2022-05-05 18:19:12;"Legs";"Calf Press on Seated Leg Press";4;50;kg;12;;;;0;;;1h 1m
2022-05-05 18:19:12;"Legs";"Hip Adductor (Machine)";1;30;kg;12;;;;0;"";;1h 1m
2022-05-05 18:19:12;"Legs";"Hip Adductor (Machine)";2;30;kg;12;;;;0;;;1h 1m
2022-05-05 18:19:12;"Legs";"Hip Adductor (Machine)";3;35;kg;12;;;;0;;;1h 1m
2022-05-05 18:19:12;"Legs";"Hip Adductor (Machine)";4;35;kg;12;;;;0;;;1h 1m
2022-05-05 18:19:12;"Legs";"Hip Abductor (Machine)";1;30;kg;12;;;;0;"";;1h 1m
2022-05-05 18:19:12;"Legs";"Hip Abductor (Machine)";2;30;kg;12;;;;0;;;1h 1m
2022-05-05 18:19:12;"Legs";"Hip Abductor (Machine)";3;35;kg;12;;;;0;;;1h 1m
2022-05-05 18:19:12;"Legs";"Hip Abductor (Machine)";4;35;kg;12;;;;0;;;1h 1m
2022-05-05 18:19:12;"Legs";"Plank";1;;;;;;km;40;"";;1h 1m
2022-05-05 18:19:12;"Legs";"Plank";2;;;;;;km;40;;;1h 1m
2022-05-05 18:19:12;"Legs";"Plank";3;;;;;;km;40;;;1h 1m
2022-05-05 18:19:12;"Legs";"Bicep Curl (Dumbbell)";1;12;kg;24;;;;0;"";;1h 1m
2022-05-05 18:19:12;"Legs";"Bicep Curl (Dumbbell)";2;10;kg;20;;;;0;;;1h 1m
2022-05-05 18:19:12;"Legs";"Bicep Curl (Dumbbell)";3;10;kg;14;;;;0;;;1h 1m
2022-05-05 18:19:12;"Legs";"Swimming";1;;;;;;km;1800;"";;1h 1m
2022-05-11 19:10:32;"Gym All-around";"Chest Press (Machine)";1;20;kg;12;;;;0;"";"All-around workout to be done in the gym";44m
2022-05-11 19:10:32;"Gym All-around";"Chest Press (Machine)";2;30;kg;12;;;;0;;;44m
2022-05-11 19:10:32;"Gym All-around";"Chest Press (Machine)";3;30;kg;12;;;;0;;;44m
2022-05-11 19:10:32;"Gym All-around";"Chest Press (Machine)";4;30;kg;12;;;;0;;;44m
2022-05-11 19:10:32;"Gym All-around";"Incline Chest Press (Machine)";1;20;kg;12;;;;0;"";;44m
2022-05-11 19:10:32;"Gym All-around";"Incline Chest Press (Machine)";2;20;kg;12;;;;0;;;44m
2022-05-11 19:10:32;"Gym All-around";"Incline Chest Press (Machine)";3;30;kg;12;;;;0;;;44m
2022-05-11 19:10:32;"Gym All-around";"Pec Deck (Machine)";1;35;kg;12;;;;0;"";;44m
2022-05-11 19:10:32;"Gym All-around";"Pec Deck (Machine)";2;37.5;kg;12;;;;0;;;44m
2022-05-11 19:10:32;"Gym All-around";"Pec Deck (Machine)";3;40;kg;12;;;;0;;;44m
2022-05-11 19:10:32;"Gym All-around";"Pec Deck (Machine)";4;40;kg;12;;;;0;;;44m
2022-05-11 19:10:32;"Gym All-around";"Pullover (Machine)";1;57.5;kg;12;;;;0;"";;44m
2022-05-11 19:10:32;"Gym All-around";"Pullover (Machine)";2;57.5;kg;12;;;;0;;;44m
2022-05-11 19:10:32;"Gym All-around";"Pullover (Machine)";3;57.5;kg;12;;;;0;;;44m
2022-05-11 19:10:32;"Gym All-around";"Pullover (Machine)";4;57.5;kg;12;;;;0;;;44m
2022-05-11 19:10:32;"Gym All-around";"Shoulder Press (Machine)";1;27.5;kg;12;;;;0;"";;44m
2022-05-11 19:10:32;"Gym All-around";"Shoulder Press (Machine)";2;27.5;kg;12;;;;0;;;44m
2022-05-11 19:10:32;"Gym All-around";"Shoulder Press (Machine)";3;27.5;kg;12;;;;0;;;44m
2022-05-11 19:10:32;"Gym All-around";"Triceps Pushdown (Cable - Straight Bar)";1;10;kg;12;;;;0;"";;44m
2022-05-11 19:10:32;"Gym All-around";"Triceps Pushdown (Cable - Straight Bar)";2;10;kg;12;;;;0;;;44m
2022-05-11 19:10:32;"Gym All-around";"Triceps Pushdown (Cable - Straight Bar)";3;10;kg;10;;;;0;;;44m
2022-05-11 19:10:32;"Gym All-around";"Triceps Pushdown (Cable - Straight Bar)";4;10;kg;10;;;;0;;;44m
2022-05-12 18:30:59;"Legs";"Cycling";1;;;;;;km;600;"";"";1h 35m
2022-05-12 18:30:59;"Legs";"Leg Press";1;40;kg;12;;;;0;"";;1h 35m
2022-05-12 18:30:59;"Legs";"Leg Press";2;50;kg;12;;;;0;;;1h 35m
2022-05-12 18:30:59;"Legs";"Leg Press";3;50;kg;12;;;;0;;;1h 35m
2022-05-12 18:30:59;"Legs";"Leg Press";4;50;kg;12;;;;0;;;1h 35m
2022-05-12 18:30:59;"Legs";"Seated Leg Curl (Machine)";1;35;kg;12;;;;0;"";;1h 35m
2022-05-12 18:30:59;"Legs";"Seated Leg Curl (Machine)";2;35;kg;12;;;;0;;;1h 35m
2022-05-12 18:30:59;"Legs";"Seated Leg Curl (Machine)";3;40;kg;12;;;;0;;;1h 35m
2022-05-12 18:30:59;"Legs";"Seated Leg Curl (Machine)";4;40;kg;12;;;;0;;;1h 35m
2022-05-12 18:30:59;"Legs";"Leg Extension (Machine)";1;30;kg;12;;;;0;"";;1h 35m
2022-05-12 18:30:59;"Legs";"Leg Extension (Machine)";2;30;kg;12;;;;0;;;1h 35m
2022-05-12 18:30:59;"Legs";"Leg Extension (Machine)";3;35;kg;12;;;;0;;;1h 35m
2022-05-12 18:30:59;"Legs";"Leg Extension (Machine)";4;35;kg;12;;;;0;;;1h 35m
2022-05-12 18:30:59;"Legs";"Calf Press on Seated Leg Press";1;40;kg;12;;;;0;"";;1h 35m
2022-05-12 18:30:59;"Legs";"Calf Press on Seated Leg Press";2;40;kg;12;;;;0;;;1h 35m
2022-05-12 18:30:59;"Legs";"Calf Press on Seated Leg Press";3;50;kg;12;;;;0;;;1h 35m
2022-05-12 18:30:59;"Legs";"Calf Press on Seated Leg Press";4;50;kg;12;;;;0;;;1h 35m
2022-05-12 18:30:59;"Legs";"Hip Adductor (Machine)";1;35;kg;12;;;;0;"";;1h 35m
2022-05-12 18:30:59;"Legs";"Hip Adductor (Machine)";2;35;kg;12;;;;0;;;1h 35m
2022-05-12 18:30:59;"Legs";"Hip Adductor (Machine)";3;40;kg;12;;;;0;;;1h 35m
2022-05-12 18:30:59;"Legs";"Hip Adductor (Machine)";4;45;kg;12;;;;0;;;1h 35m
2022-05-12 18:30:59;"Legs";"Hip Abductor (Machine)";1;35;kg;12;;;;0;"";;1h 35m
2022-05-12 18:30:59;"Legs";"Hip Abductor (Machine)";2;35;kg;12;;;;0;;;1h 35m
2022-05-12 18:30:59;"Legs";"Hip Abductor (Machine)";3;40;kg;12;;;;0;;;1h 35m
2022-05-12 18:30:59;"Legs";"Hip Abductor (Machine)";4;40;kg;12;;;;0;;;1h 35m
2022-05-12 18:30:59;"Legs";"Plank";1;;;;;;km;40;"";;1h 35m
2022-05-12 18:30:59;"Legs";"Plank";2;;;;;;km;40;;;1h 35m
2022-05-12 18:30:59;"Legs";"Plank";3;;;;;;km;40;;;1h 35m
2022-05-12 18:30:59;"Legs";"Bicep Curl (Dumbbell)";1;12;kg;20;;;;0;"";;1h 35m
2022-05-12 18:30:59;"Legs";"Bicep Curl (Dumbbell)";2;12;kg;16;;;;0;;;1h 35m
2022-05-12 18:30:59;"Legs";"Bicep Curl (Dumbbell)";3;10;kg;14;;;;0;;;1h 35m
2022-05-12 18:30:59;"Legs";"Swimming";1;;;;;;km;1800;"";;1h 35m
2022-05-18 18:32:33;"Gym All-around";"Cycling";1;;;;;;km;600;"";"All-around workout to be done in the gym";57m
2022-05-18 18:32:33;"Gym All-around";"Chest Press (Machine)";1;30;kg;12;;;;0;"";;57m
2022-05-18 18:32:33;"Gym All-around";"Chest Press (Machine)";2;30;kg;8;;;;0;;;57m
2022-05-18 18:32:33;"Gym All-around";"Chest Press (Machine)";3;30;kg;8;;;;0;;;57m
2022-05-18 18:32:33;"Gym All-around";"Incline Chest Press (Machine)";1;20;kg;12;;;;0;"";;57m
2022-05-18 18:32:33;"Gym All-around";"Incline Chest Press (Machine)";2;20;kg;12;;;;0;;;57m
2022-05-18 18:32:33;"Gym All-around";"Incline Chest Press (Machine)";3;30;kg;12;;;;0;;;57m
2022-05-18 18:32:33;"Gym All-around";"Incline Chest Press (Machine)";4;30;kg;12;;;;0;;;57m
2022-05-18 18:32:33;"Gym All-around";"Pec Deck (Machine)";1;35;kg;12;;;;0;"";;57m
2022-05-18 18:32:33;"Gym All-around";"Pec Deck (Machine)";2;37.5;kg;12;;;;0;;;57m
2022-05-18 18:32:33;"Gym All-around";"Pec Deck (Machine)";3;37.5;kg;12;;;;0;;;57m
2022-05-18 18:32:33;"Gym All-around";"Pec Deck (Machine)";4;37.5;kg;8;;;;0;;;57m
2022-05-18 18:32:33;"Gym All-around";"Pullover (Machine)";1;57.5;kg;12;;;;0;"";;57m
2022-05-18 18:32:33;"Gym All-around";"Pullover (Machine)";2;57.5;kg;12;;;;0;;;57m
2022-05-18 18:32:33;"Gym All-around";"Pullover (Machine)";3;57.5;kg;12;;;;0;;;57m
2022-05-18 18:32:33;"Gym All-around";"Pullover (Machine)";4;57.5;kg;12;;;;0;;;57m
2022-05-18 18:32:33;"Gym All-around";"Shoulder Press (Machine)";1;27.5;kg;12;;;;0;"";;57m
2022-05-18 18:32:33;"Gym All-around";"Shoulder Press (Machine)";2;27.5;kg;12;;;;0;;;57m
2022-05-18 18:32:33;"Gym All-around";"Triceps Pushdown (Cable - Straight Bar)";1;10;kg;12;;;;0;"";;57m
2022-05-18 18:32:33;"Gym All-around";"Triceps Pushdown (Cable - Straight Bar)";2;7.5;kg;12;;;;0;;;57m
2022-05-18 18:32:33;"Gym All-around";"Triceps Pushdown (Cable - Straight Bar)";3;7.5;kg;10;;;;0;;;57m
2022-05-18 18:32:33;"Gym All-around";"Triceps Pushdown (Cable - Straight Bar)";4;7.5;kg;10;;;;0;;;57m
2022-05-18 18:32:33;"Gym All-around";"Bicep Curl (Dumbbell)";1;10;kg;20;;;;0;"";;57m
2022-05-18 18:32:33;"Gym All-around";"Bicep Curl (Dumbbell)";2;10;kg;20;;;;0;;;57m
2022-05-18 18:32:33;"Gym All-around";"Bicep Curl (Dumbbell)";3;10;kg;20;;;;0;;;57m
2022-05-18 18:32:33;"Gym All-around";"Swimming";1;;;;;;km;1800;"";;57m
2022-05-19 18:16:30;"Legs";"Cycling";1;;;;;;km;600;"";"";1h 47m
2022-05-19 18:16:30;"Legs";"Leg Press";1;40;kg;12;;;;0;"";;1h 47m
2022-05-19 18:16:30;"Legs";"Leg Press";2;50;kg;12;;;;0;;;1h 47m
2022-05-19 18:16:30;"Legs";"Leg Press";3;50;kg;12;;;;0;;;1h 47m
2022-05-19 18:16:30;"Legs";"Leg Press";4;50;kg;12;;;;0;;;1h 47m
2022-05-19 18:16:30;"Legs";"Seated Leg Curl (Machine)";1;35;kg;12;;;;0;"";;1h 47m
2022-05-19 18:16:30;"Legs";"Seated Leg Curl (Machine)";2;35;kg;12;;;;0;;;1h 47m
2022-05-19 18:16:30;"Legs";"Seated Leg Curl (Machine)";3;40;kg;12;;;;0;;;1h 47m
2022-05-19 18:16:30;"Legs";"Seated Leg Curl (Machine)";4;40;kg;12;;;;0;;;1h 47m
2022-05-19 18:16:30;"Legs";"Leg Extension (Machine)";1;30;kg;12;;;;0;"";;1h 47m
2022-05-19 18:16:30;"Legs";"Leg Extension (Machine)";2;30;kg;12;;;;0;;;1h 47m
2022-05-19 18:16:30;"Legs";"Leg Extension (Machine)";3;35;kg;12;;;;0;;;1h 47m
2022-05-19 18:16:30;"Legs";"Leg Extension (Machine)";4;35;kg;12;;;;0;;;1h 47m
2022-05-19 18:16:30;"Legs";"Calf Press on Seated Leg Press";1;40;kg;12;;;;0;"";;1h 47m
2022-05-19 18:16:30;"Legs";"Calf Press on Seated Leg Press";2;40;kg;12;;;;0;;;1h 47m
2022-05-19 18:16:30;"Legs";"Calf Press on Seated Leg Press";3;50;kg;12;;;;0;;;1h 47m
2022-05-19 18:16:30;"Legs";"Calf Press on Seated Leg Press";4;50;kg;12;;;;0;;;1h 47m
2022-05-19 18:16:30;"Legs";"Hip Adductor (Machine)";1;40;kg;12;;;;0;"";;1h 47m
2022-05-19 18:16:30;"Legs";"Hip Adductor (Machine)";2;40;kg;12;;;;0;;;1h 47m
2022-05-19 18:16:30;"Legs";"Hip Adductor (Machine)";3;45;kg;12;;;;0;;;1h 47m
2022-05-19 18:16:30;"Legs";"Hip Adductor (Machine)";4;45;kg;12;;;;0;;;1h 47m
2022-05-19 18:16:30;"Legs";"Hip Abductor (Machine)";1;40;kg;12;;;;0;"";;1h 47m
2022-05-19 18:16:30;"Legs";"Hip Abductor (Machine)";2;40;kg;12;;;;0;;;1h 47m
2022-05-19 18:16:30;"Legs";"Hip Abductor (Machine)";3;45;kg;12;;;;0;;;1h 47m
2022-05-19 18:16:30;"Legs";"Hip Abductor (Machine)";4;45;kg;12;;;;0;;;1h 47m
2022-05-19 18:16:30;"Legs";"Bicep Curl (Dumbbell)";1;10;kg;20;;;;0;"";;1h 47m
2022-05-19 18:16:30;"Legs";"Bicep Curl (Dumbbell)";2;10;kg;20;;;;0;;;1h 47m
2022-05-19 18:16:30;"Legs";"Bicep Curl (Dumbbell)";3;10;kg;20;;;;0;;;1h 47m
2022-05-19 18:16:30;"Legs";"Swimming";1;;;;;;km;2400;"";;1h 47m
2022-05-23 18:22:08;"Gym All-around";"Chest Press (Machine)";1;40;kg;12;;;;0;"";"All-around workout to be done in the gym";2h 3m
2022-05-23 18:22:08;"Gym All-around";"Chest Press (Machine)";2;45;kg;12;;;;0;;;2h 3m
2022-05-23 18:22:08;"Gym All-around";"Chest Press (Machine)";3;50;kg;10;;;;0;;;2h 3m
2022-05-23 18:22:08;"Gym All-around";"Chest Press (Machine)";4;50;kg;6;;;;0;;;2h 3m
2022-05-23 18:22:08;"Gym All-around";"Pec Deck (Machine)";1;35;kg;12;;;;0;"";;2h 3m
2022-05-23 18:22:08;"Gym All-around";"Pec Deck (Machine)";2;37.5;kg;12;;;;0;;;2h 3m
2022-05-23 18:22:08;"Gym All-around";"Pec Deck (Machine)";3;37.5;kg;12;;;;0;;;2h 3m
