Date;Workout Name;Exercise Name;Set Order;Weight;Weight Unit;Reps;RPE;Distance;Distance Unit;Seconds;Notes;Workout Notes;Workout Duration
2023-08-16 16:45:43;"Push #3";"Incline Bench Press (Barbell)";3;17.5;kg;7;;;;0;;;1h 25m
2023-08-16 16:45:43;"Push #3";"Incline Bench Press (Barbell)";4;17.5;kg;4;;;;0;;;1h 25m
2023-08-16 16:45:43;"Push #3";"Bench Press (Dumbbell)";1;22;kg;10;;;;0;"";;1h 25m
2023-08-16 16:45:43;"Push #3";"Bench Press (Dumbbell)";2;24;kg;8;;;;0;;;1h 25m
2023-08-16 16:45:43;"Push #3";"Bench Press (Dumbbell)";3;26;kg;6;;;;0;;;1h 25m
2023-08-16 16:45:43;"Push #3";"Cable Crossover";1;5;kg;12;;;;0;"";;1h 25m
2023-08-16 16:45:43;"Push #3";"Cable Crossover";2;10;kg;10;;;;0;;;1h 25m
2023-08-16 16:45:43;"Push #3";"Cable Crossover";3;12.5;kg;8;;;;0;;;1h 25m
2023-08-16 16:45:43;"Push #3";"Lateral Raise (Cable)";1;3.75;kg;12;;;;0;"";;1h 25m
2023-08-16 16:45:43;"Push #3";"Lateral Raise (Cable)";2;3.75;kg;10;;;;0;;;1h 25m
2023-08-16 16:45:43;"Push #3";"Lateral Raise (Cable)";3;5;kg;8;;;;0;;;1h 25m
2023-08-16 16:45:43;"Push #3";"Triceps Extension (Dumbbell)";1;8;kg;10;;;;0;"";;1h 25m
2023-08-16 16:45:43;"Push #3";"Triceps Extension (Dumbbell)";2;10;kg;8;;;;0;;;1h 25m
2023-08-16 16:45:43;"Push #3";"Triceps Extension (Dumbbell)";3;12;kg;6;;;;0;;;1h 25m
2023-08-16 16:45:43;"Push #3";"Crunch";1;0;kg;20;;;;0;"";;1h 25m
2023-08-16 16:45:43;"Push #3";"Crunch";2;0;kg;20;;;;0;;;1h 25m
2023-08-16 16:45:43;"Push #3";"Flat Leg Raise";1;;;15;;;;0;"";;1h 25m
2023-08-16 16:45:43;"Push #3";"Flat Leg Raise";2;;;15;;;;0;;;1h 25m
2023-08-16 16:45:43;"Push #3";"Walking";1;;;;;;km;900;"";;1h 25m
2023-08-17 19:59:31;"Pull #3";"Lat Pulldown (Cable)";1;50;kg;10;;;;0;"";"";1h 4m
2023-08-17 19:59:31;"Pull #3";"Lat Pulldown (Cable)";2;50;kg;10;;;;0;;;1h 4m
2023-08-17 19:59:31;"Pull #3";"Lat Pulldown (Cable)";3;55;kg;8;;;;0;;;1h 4m
2023-08-17 19:59:31;"Pull #3";"Lat Pulldown (Cable)";4;55;kg;6;;;;0;;;1h 4m
2023-08-17 19:59:31;"Pull #3";"Seated Row (Cable)";1;50;kg;10;;;;0;"";;1h 4m
2023-08-17 19:59:31;"Pull #3";"Seated Row (Cable)";2;50;kg;10;;;;0;;;1h 4m
2023-08-17 19:59:31;"Pull #3";"Seated Row (Cable)";3;55;kg;8;;;;0;;;1h 4m
2023-08-17 19:59:31;"Pull #3";"Seated Row (Cable)";4;55;kg;8;;;;0;;;1h 4m
2023-08-17 19:59:31;"Pull #3";"Rope Face Pull";1;20;kg;15;;;;0;"";;1h 4m
2023-08-17 19:59:31;"Pull #3";"Rope Face Pull";2;22.5;kg;15;;;;0;;;1h 4m
2023-08-17 19:59:31;"Pull #3";"Rope Face Pull";3;22.5;kg;12;;;;0;;;1h 4m
2023-08-17 19:59:31;"Pull #3";"Bicep Curl (Dumbbell)";1;12;kg;10;;;;0;"";;1h 4m
2023-08-17 19:59:31;"Pull #3";"Bicep Curl (Dumbbell)";2;14;kg;7;;;;0;;;1h 4m
2023-08-17 19:59:31;"Pull #3";"Bicep Curl (Dumbbell)";3;16;kg;4;;;;0;;;1h 4m
2023-08-17 19:59:31;"Pull #3";"Crunch";1;0;kg;20;;;;0;"";;1h 4m
2023-08-17 19:59:31;"Pull #3";"Crunch";2;0;kg;20;;;;0;;;1h 4m
2023-08-17 19:59:31;"Pull #3";"Flat Leg Raise";1;;;15;;;;0;"";;1h 4m
2023-08-17 19:59:31;"Pull #3";"Flat Leg Raise";2;;;15;;;;0;;;1h 4m
2023-08-19 17:42:19;"Push #3";"Incline Bench Press (Barbell)";1;10;kg;10;;;;0;"";"";1h 17m
2023-08-19 17:42:19;"Push #3";"Incline Bench Press (Barbell)";2;15;kg;10;;;;0;;;1h 17m
2023-08-19 17:42:19;"Push #3";"Incline Bench Press (Barbell)";3;15;kg;8;;;;0;;;1h 17m
2023-08-19 17:42:19;"Push #3";"Incline Bench Press (Barbell)";4;17.5;kg;5;;;;0;;;1h 17m
2023-08-19 17:42:19;"Push #3";"Bench Press (Dumbbell)";1;22;kg;10;;;;0;"";;1h 17m
2023-08-19 17:42:19;"Push #3";"Bench Press (Dumbbell)";2;24;kg;8;;;;0;;;1h 17m
2023-08-19 17:42:19;"Push #3";"Bench Press (Dumbbell)";3;26;kg;6;;;;0;;;1h 17m
2023-08-19 17:42:19;"Push #3";"Cable Crossover";1;10;kg;10;;;;0;"";;1h 17m
2023-08-19 17:42:19;"Push #3";"Cable Crossover";2;12.5;kg;8;;;;0;;;1h 17m
2023-08-19 17:42:19;"Push #3";"Cable Crossover";3;12.5;kg;7;;;;0;;;1h 17m
2023-08-19 17:42:19;"Push #3";"Lateral Raise (Cable)";1;3.75;kg;12;;;;0;"";;1h 17m
2023-08-19 17:42:19;"Push #3";"Lateral Raise (Cable)";2;3.75;kg;10;;;;0;;;1h 17m
2023-08-19 17:42:19;"Push #3";"Lateral Raise (Cable)";3;5;kg;8;;;;0;;;1h 17m
2023-08-19 17:42:19;"Push #3";"Rope Tricep Pushdown";1;15;kg;12;;;;0;"";;1h 17m
2023-08-19 17:42:19;"Push #3";"Rope Tricep Pushdown";2;17.5;kg;10;;;;0;;;1h 17m
2023-08-19 17:42:19;"Push #3";"Rope Tricep Pushdown";3;17.5;kg;8;;;;0;;;1h 17m
2023-08-19 17:42:19;"Push #3";"Walking";1;;;;;2.36;km;1200;"";;1h 17m
2023-08-21 18:49:00;"Push #3";"Incline Bench Press (Dumbbell)";1;18;kg;12;;;;0;"";"";1h 9m
2023-08-21 18:49:00;"Push #3";"Incline Bench Press (Dumbbell)";2;24;kg;10;;;;0;;;1h 9m
2023-08-21 18:49:00;"Push #3";"Incline Bench Press (Dumbbell)";3;26;kg;8;;;;0;;;1h 9m
2023-08-21 18:49:00;"Push #3";"Incline Bench Press (Dumbbell)";4;26;kg;8;;;;0;;;1h 9m
2023-08-21 18:49:00;"Push #3";"Chest Press (Machine)";1;55;kg;12;;;;0;"";;1h 9m
2023-08-21 18:49:00;"Push #3";"Chest Press (Machine)";2;57.5;kg;10;;;;0;;;1h 9m
2023-08-21 18:49:00;"Push #3";"Chest Press (Machine)";3;62.5;kg;8;;;;0;;;1h 9m
2023-08-21 18:49:00;"Push #3";"Pec Deck (Machine)";1;30;kg;12;;;;0;"";;1h 9m
2023-08-21 18:49:00;"Push #3";"Pec Deck (Machine)";2;35;kg;10;;;;0;;;1h 9m
2023-08-21 18:49:00;"Push #3";"Pec Deck (Machine)";3;37.5;kg;8;;;;0;;;1h 9m
2023-08-21 18:49:00;"Push #3";"Lateral Raise (Cable)";1;3.75;kg;12;;;;0;"";;1h 9m
2023-08-21 18:49:00;"Push #3";"Lateral Raise (Cable)";2;3.75;kg;10;;;;0;;;1h 9m
2023-08-21 18:49:00;"Push #3";"Lateral Raise (Cable)";3;5;kg;7;;;;0;;;1h 9m
2023-08-21 18:49:00;"Push #3";"Triceps Extension (Dumbbell)";1;10;kg;10;;;;0;"";;1h 9m
2023-08-21 18:49:00;"Push #3";"Triceps Extension (Dumbbell)";2;10;kg;8;;;;0;;;1h 9m
2023-08-21 18:49:00;"Push #3";"Triceps Extension (Dumbbell)";3;12;kg;6;;;;0;;;1h 9m
2023-08-21 18:49:00;"Push #3";"Crunch";1;0;kg;20;;;;0;"";;1h 9m
2023-08-21 18:49:00;"Push #3";"Crunch";2;0;kg;20;;;;0;;;1h 9m
2023-08-21 18:49:00;"Push #3";"Flat Leg Raise";1;;;15;;;;0;"";;1h 9m
2023-08-21 18:49:00;"Push #3";"Flat Leg Raise";2;;;15;;;;0;;;1h 9m
2023-08-22 18:30:39;"Pull #3";"Lat Pulldown (Cable)";1;50;kg;10;;;;0;"";"";1h 23m
2023-08-22 18:30:39;"Pull #3";"Lat Pulldown (Cable)";2;50;kg;10;;;;0;;;1h 23m
2023-08-22 18:30:39;"Pull #3";"Lat Pulldown (Cable)";3;55;kg;8;;;;0;;;1h 23m
2023-08-22 18:30:39;"Pull #3";"Lat Pulldown (Cable)";4;55;kg;6;;;;0;;;1h 23m
2023-08-22 18:30:39;"Pull #3";"Seated Row (Cable)";1;50;kg;10;;;;0;"";;1h 23m
2023-08-22 18:30:39;"Pull #3";"Seated Row (Cable)";2;50;kg;10;;;;0;;;1h 23m
2023-08-22 18:30:39;"Pull #3";"Seated Row (Cable)";3;55;kg;8;;;;0;;;1h 23m
2023-08-22 18:30:39;"Pull #3";"Seated Row (Cable)";4;55;kg;8;;;;0;;;1h 23m
2023-08-22 18:30:39;"Pull #3";"Rope Face Pull";1;20;kg;12;;;;0;"";;1h 23m
2023-08-22 18:30:39;"Pull #3";"Rope Face Pull";2;22.5;kg;12;;;;0;;;1h 23m
2023-08-22 18:30:39;"Pull #3";"Rope Face Pull";3;25;kg;10;;;;0;;;1h 23m
2023-08-22 18:30:39;"Pull #3";"Bicep Curl (Dumbbell)";1;12;kg;10;;;;0;"";;1h 23m
2023-08-22 18:30:39;"Pull #3";"Bicep Curl (Dumbbell)";2;14;kg;8;;;;0;;;1h 23m
2023-08-22 18:30:39;"Pull #3";"Bicep Curl (Dumbbell)";3;16;kg;5;;;;0;;;1h 23m
2023-08-22 18:30:39;"Pull #3";"Crunch";1;0;kg;20;;;;0;"";;1h 23m
2023-08-22 18:30:39;"Pull #3";"Crunch";2;0;kg;20;;;;0;;;1h 23m
2023-08-22 18:30:39;"Pull #3";"Flat Leg Raise";1;;;15;;;;0;"";;1h 23m
2023-08-22 18:30:39;"Pull #3";"Flat Leg Raise";2;;;15;;;;0;;;1h 23m
2023-08-22 18:30:39;"Pull #3";"Running (Treadmill)";1;;;;;2.71;km;1200;"";;1h 23m
2023-08-23 17:13:45;"Legs #1";"Squat (Smith Machine)";1;10;kg;10;;;;0;"";"";1h 20m
2023-08-23 17:13:45;"Legs #1";"Squat (Smith Machine)";2;15;kg;10;;;;0;;;1h 20m
2023-08-23 17:13:45;"Legs #1";"Squat (Smith Machine)";3;20;kg;8;;;;0;;;1h 20m
2023-08-23 17:13:45;"Legs #1";"Squat (Smith Machine)";4;22.5;kg;5;;;;0;;;1h 20m
2023-08-23 17:13:45;"Legs #1";"Lunge (Dumbbell)";1;8;kg;20;;;;0;"";;1h 20m
2023-08-23 17:13:45;"Legs #1";"Lunge (Dumbbell)";2;10;kg;20;;;;0;;;1h 20m
2023-08-23 17:13:45;"Legs #1";"Lunge (Dumbbell)";3;10;kg;20;;;;0;;;1h 20m
2023-08-23 17:13:45;"Legs #1";"Seated Leg Curl (Machine)";1;40;kg;12;;;;0;"";;1h 20m
2023-08-23 17:13:45;"Legs #1";"Seated Leg Curl (Machine)";2;42.5;kg;10;;;;0;;;1h 20m
2023-08-23 17:13:45;"Legs #1";"Seated Leg Curl (Machine)";3;45;kg;8;;;;0;;;1h 20m
2023-08-23 17:13:45;"Legs #1";"Leg Extension (Machine)";1;40;kg;12;;;;0;"";;1h 20m
2023-08-23 17:13:45;"Legs #1";"Leg Extension (Machine)";2;42.5;kg;10;;;;0;;;1h 20m
2023-08-23 17:13:45;"Legs #1";"Leg Extension (Machine)";3;45;kg;8;;;;0;;;1h 20m
2023-08-23 17:13:45;"Legs #1";"Calf Press on Seated Leg Press";1;130;kg;12;;;;0;"";;1h 20m
2023-08-23 17:13:45;"Legs #1";"Calf Press on Seated Leg Press";2;140;kg;10;;;;0;;;1h 20m
2023-08-23 17:13:45;"Legs #1";"Calf Press on Seated Leg Press";3;150;kg;10;;;;0;;;1h 20m
2023-08-23 17:13:45;"Legs #1";"Crunch";1;0;kg;20;;;;0;"";;1h 20m
2023-08-23 17:13:45;"Legs #1";"Crunch";2;0;kg;20;;;;0;;;1h 20m
2023-08-23 17:13:45;"Legs #1";"Flat Leg Raise";1;;;15;;;;0;"";;1h 20m
2023-08-23 17:13:45;"Legs #1";"Flat Leg Raise";2;;;15;;;;0;;;1h 20m
2023-08-24 18:10:09;"Pull #3";"Lat Pulldown (Cable)";1;50;kg;10;;;;0;"";"";46m
2023-08-24 18:10:09;"Pull #3";"Lat Pulldown (Cable)";2;50;kg;10;;;;0;;;46m
2023-08-24 18:10:09;"Pull #3";"Lat Pulldown (Cable)";3;55;kg;8;;;;0;;;46m
2023-08-24 18:10:09;"Pull #3";"Lat Pulldown (Cable)";4;55;kg;6;;;;0;;;46m
2023-08-24 18:10:09;"Pull #3";"Seated Row (Cable)";1;50;kg;10;;;;0;"";;46m
2023-08-24 18:10:09;"Pull #3";"Seated Row (Cable)";2;50;kg;10;;;;0;;;46m
2023-08-24 18:10:09;"Pull #3";"Seated Row (Cable)";3;55;kg;8;;;;0;;;46m
2023-08-24 18:10:09;"Pull #3";"Seated Row (Cable)";4;55;kg;8;;;;0;;;46m
2023-08-24 18:10:09;"Pull #3";"Rope Face Pull";1;20;kg;12;;;;0;"";;46m
2023-08-24 18:10:09;"Pull #3";"Rope Face Pull";2;22.5;kg;12;;;;0;;;46m
2023-08-24 18:10:09;"Pull #3";"Rope Face Pull";3;25;kg;10;;;;0;;;46m
2023-08-24 18:10:09;"Pull #3";"Bicep Curl (Dumbbell)";1;12;kg;10;;;;0;"";;46m
2023-08-24 18:10:09;"Pull #3";"Bicep Curl (Dumbbell)";2;14;kg;8;;;;0;;;46m
2023-08-24 18:10:09;"Pull #3";"Bicep Curl (Dumbbell)";3;16;kg;5;;;;0;;;46m
2023-08-25 20:39:25;"Push #3";"Incline Bench Press (Dumbbell)";1;18;kg;12;;;;0;"";"";14m
2023-08-25 20:39:25;"Push #3";"Incline Bench Press (Dumbbell)";2;24;kg;10;;;;0;;;14m
2023-08-25 20:39:25;"Push #3";"Incline Bench Press (Dumbbell)";3;26;kg;8;;;;0;;;14m
2023-08-25 20:39:25;"Push #3";"Incline Bench Press (Dumbbell)";4;26;kg;8;;;;0;;;14m
2023-08-25 20:39:25;"Push #3";"Chest Press (Machine)";1;55;kg;12;;;;0;"";;14m
2023-08-25 20:39:25;"Push #3";"Chest Press (Machine)";2;57.5;kg;10;;;;0;;;14m
2023-08-25 20:39:25;"Push #3";"Chest Press (Machine)";3;62.5;kg;8;;;;0;;;14m
2023-08-25 20:39:25;"Push #3";"Pec Deck (Machine)";1;30;kg;12;;;;0;"";;14m
2023-08-25 20:39:25;"Push #3";"Pec Deck (Machine)";2;35;kg;10;;;;0;;;14m
2023-08-25 20:39:25;"Push #3";"Pec Deck (Machine)";3;37.5;kg;8;;;;0;;;14m
2023-08-25 20:39:25;"Push #3";"Lateral Raise (Cable)";1;3.75;kg;12;;;;0;"";;14m
2023-08-25 20:39:25;"Push #3";"Lateral Raise (Cable)";2;3.75;kg;10;;;;0;;;14m
2023-08-25 20:39:25;"Push #3";"Lateral Raise (Cable)";3;5;kg;7;;;;0;;;14m
2023-08-25 20:39:25;"Push #3";"Triceps Extension (Dumbbell)";1;10;kg;10;;;;0;"";;14m
2023-08-25 20:39:25;"Push #3";"Triceps Extension (Dumbbell)";2;10;kg;8;;;;0;;;14m
2023-08-25 20:39:25;"Push #3";"Triceps Extension (Dumbbell)";3;12;kg;8;;;;0;;;14m
2023-08-25 20:39:25;"Push #3";"Crunch";1;0;kg;20;;;;0;"";;14m
2023-08-25 20:39:25;"Push #3";"Crunch";2;0;kg;20;;;;0;;;14m
2023-08-25 20:39:25;"Push #3";"Flat Leg Raise";1;;;15;;;;0;"";;14m
2023-08-25 20:39:25;"Push #3";"Flat Leg Raise";2;;;15;;;;0;;;14m
2023-08-25 20:39:25;"Push #3";"Running (Treadmill)";1;;;;;;km;600;"";;14m
2023-09-03 12:13:42;"Legs #1";"Squat (Smith Machine)";1;10;kg;10;;;;0;"";"";1h 17m
2023-09-03 12:13:42;"Legs #1";"Squat (Smith Machine)";2;15;kg;10;;;;0;;;1h 17m
2023-09-03 12:13:42;"Legs #1";"Squat (Smith Machine)";3;20;kg;8;;;;0;;;1h 17m
2023-09-03 12:13:42;"Legs #1";"Squat (Smith Machine)";4;22.5;kg;5;;;;0;;;1h 17m
2023-09-03 12:13:42;"Legs #1";"Lunge (Dumbbell)";1;8;kg;20;;;;0;"";;1h 17m
2023-09-03 12:13:42;"Legs #1";"Lunge (Dumbbell)";2;10;kg;20;;;;0;;;1h 17m
2023-09-03 12:13:42;"Legs #1";"Lunge (Dumbbell)";3;10;kg;20;;;;0;;;1h 17m
2023-09-03 12:13:42;"Legs #1";"Seated Leg Curl (Machine)";1;40;kg;12;;;;0;"";;1h 17m
2023-09-03 12:13:42;"Legs #1";"Seated Leg Curl (Machine)";2;42.5;kg;10;;;;0;;;1h 17m
2023-09-03 12:13:42;"Legs #1";"Seated Leg Curl (Machine)";3;45;kg;8;;;;0;;;1h 17m
2023-09-03 12:13:42;"Legs #1";"Leg Extension (Machine)";1;40;kg;12;;;;0;"";;1h 17m
2023-09-03 12:13:42;"Legs #1";"Leg Extension (Machine)";2;42.5;kg;10;;;;0;;;1h 17m
2023-09-03 12:13:42;"Legs #1";"Leg Extension (Machine)";3;45;kg;8;;;;0;;;1h 17m
2023-09-03 12:13:42;"Legs #1";"Calf Press on Seated Leg Press";1;130;kg;15;;;;0;"";;1h 17m
2023-09-03 12:13:42;"Legs #1";"Calf Press on Seated Leg Press";2;140;kg;12;;;;0;;;1h 17m
2023-09-03 12:13:42;"Legs #1";"Calf Press on Seated Leg Press";3;150;kg;10;;;;0;;;1h 17m
2023-09-03 12:13:42;"Legs #1";"Running (Treadmill)";1;;;;;;km;1200;"";;1h 17m
2023-09-04 19:55:12;"Push #3";"Incline Bench Press (Barbell)";1;10;kg;10;;;;0;"";"";1h 4m
2023-09-04 19:55:12;"Push #3";"Incline Bench Press (Barbell)";2;15;kg;10;;;;0;;;1h 4m
2023-09-04 19:55:12;"Push #3";"Incline Bench Press (Barbell)";3;15;kg;8;;;;0;;;1h 4m
2023-09-04 19:55:12;"Push #3";"Incline Bench Press (Barbell)";4;17.5;kg;6;;;;0;;;1h 4m
2023-09-04 19:55:12;"Push #3";"Chest Press (Machine)";1;55;kg;12;;;;0;"";;1h 4m
2023-09-04 19:55:12;"Push #3";"Chest Press (Machine)";2;57.5;kg;10;;;;0;;;1h 4m
2023-09-04 19:55:12;"Push #3";"Chest Press (Machine)";3;62.5;kg;8;;;;0;;;1h 4m
2023-09-04 19:55:12;"Push #3";"Chest Fly (Dumbbell)";1;10;kg;10;;;;0;"";;1h 4m
2023-09-04 19:55:12;"Push #3";"Chest Fly (Dumbbell)";2;12;kg;10;;;;0;;;1h 4m
2023-09-04 19:55:12;"Push #3";"Chest Fly (Dumbbell)";3;12;kg;8;;;;0;;;1h 4m
2023-09-04 19:55:12;"Push #3";"Lateral Raise (Cable)";1;3.75;kg;12;;;;0;"";;1h 4m
2023-09-04 19:55:12;"Push #3";"Lateral Raise (Cable)";2;3.75;kg;10;;;;0;;;1h 4m
2023-09-04 19:55:12;"Push #3";"Lateral Raise (Cable)";3;5;kg;7;;;;0;;;1h 4m
2023-09-04 19:55:12;"Push #3";"Triceps Extension (Dumbbell)";1;10;kg;10;;;;0;"";;1h 4m
2023-09-04 19:55:12;"Push #3";"Triceps Extension (Dumbbell)";2;10;kg;9;;;;0;;;1h 4m
2023-09-04 19:55:12;"Push #3";"Triceps Extension (Dumbbell)";3;12;kg;6;;;;0;;;1h 4m
2023-09-05 17:05:12;"Pull #3";"Lat Pulldown (Cable)";1;50;kg;10;;;;0;"";"";57m
2023-09-05 17:05:12;"Pull #3";"Lat Pulldown (Cable)";2;50;kg;10;;;;0;;;57m
2023-09-05 17:05:12;"Pull #3";"Lat Pulldown (Cable)";3;55;kg;8;;;;0;;;57m
2023-09-05 17:05:12;"Pull #3";"Lat Pulldown (Cable)";4;55;kg;8;;;;0;;;57m
2023-09-05 17:05:12;"Pull #3";"Seated Row (Cable)";1;40;kg;12;;;;0;"";;57m
2023-09-05 17:05:12;"Pull #3";"Seated Row (Cable)";2;50;kg;10;;;;0;;;57m
2023-09-05 17:05:12;"Pull #3";"Seated Row (Cable)";3;55;kg;8;;;;0;;;57m
2023-09-05 17:05:12;"Pull #3";"Seated Row (Cable)";4;55;kg;8;;;;0;;;57m
2023-09-05 17:05:12;"Pull #3";"Rope Face Pull";1;20;kg;12;;;;0;"";;57m
2023-09-05 17:05:12;"Pull #3";"Rope Face Pull";2;22.5;kg;12;;;;0;;;57m
2023-09-05 17:05:12;"Pull #3";"Rope Face Pull";3;25;kg;10;;;;0;;;57m
2023-09-05 17:05:12;"Pull #3";"Bicep Curl (Barbell)";1;20;kg;10;;;;0;"";;57m
2023-09-05 17:05:12;"Pull #3";"Bicep Curl (Barbell)";2;25;kg;8;;;;0;;;57m
2023-09-05 17:05:12;"Pull #3";"Bicep Curl (Barbell)";3;30;kg;6;;;;0;;;57m
2023-09-05 17:05:12;"Pull #3";"Crunch";1;0;kg;20;;;;0;"";;57m
2023-09-05 17:05:12;"Pull #3";"Flat Leg Raise";1;;;15;;;;0;"";;57m
2023-09-05 17:05:12;"Pull #3";"Flat Leg Raise";2;;;15;;;;0;;;57m
2023-09-05 17:05:12;"Pull #3";"Running (Treadmill)";1;;;;;2.71;km;1200;"";;57m
2023-09-07 19:11:29;"Push #3";"Incline Bench Press (Barbell)";1;10;kg;10;;;;0;"";"";1h 21m
2023-09-07 19:11:29;"Push #3";"Incline Bench Press (Barbell)";2;15;kg;10;;;;0;;;1h 21m
2023-09-07 19:11:29;"Push #3";"Incline Bench Press (Barbell)";3;15;kg;8;;;;0;;;1h 21m
2023-09-07 19:11:29;"Push #3";"Incline Bench Press (Barbell)";4;17.5;kg;7;;;;0;;;1h 21m
2023-09-07 19:11:29;"Push #3";"Chest Press (Machine)";1;55;kg;12;;;;0;"";;1h 21m
2023-09-07 19:11:29;"Push #3";"Chest Press (Machine)";2;57.5;kg;10;;;;0;;;1h 21m
2023-09-07 19:11:29;"Push #3";"Chest Press (Machine)";3;60;kg;8;;;;0;;;1h 21m
2023-09-07 19:11:29;"Push #3";"Chest Fly (Dumbbell)";1;10;kg;12;;;;0;"";;1h 21m
2023-09-07 19:11:29;"Push #3";"Chest Fly (Dumbbell)";2;12;kg;10;;;;0;;;1h 21m
2023-09-07 19:11:29;"Push #3";"Chest Fly (Dumbbell)";3;12;kg;8;;;;0;;;1h 21m
2023-09-07 19:11:29;"Push #3";"Lateral Raise (Cable)";1;3.75;kg;12;;;;0;"";;1h 21m
2023-09-07 19:11:29;"Push #3";"Lateral Raise (Cable)";2;5;kg;8;;;;0;;;1h 21m
2023-09-07 19:11:29;"Push #3";"Lateral Raise (Cable)";3;5;kg;6;;;;0;;;1h 21m
2023-09-07 19:11:29;"Push #3";"Triceps Extension (Dumbbell)";1;10;kg;10;;;;0;"";;1h 21m
2023-09-07 19:11:29;"Push #3";"Triceps Extension (Dumbbell)";2;10;kg;10;;;;0;;;1h 21m
2023-09-07 19:11:29;"Push #3";"Triceps Extension (Dumbbell)";3;12;kg;6;;;;0;;;1h 21m
2023-09-07 19:11:29;"Push #3";"Running (Treadmill)";1;;;;;2.14;km;900;"";;1h 21m
2023-09-08 19:33:59;"Pull #3";"Lat Pulldown (Cable)";1;40;kg;12;;;;0;"";"";40m
2023-09-08 19:33:59;"Pull #3";"Lat Pulldown (Cable)";2;50;kg;10;;;;0;;;40m
2023-09-08 19:33:59;"Pull #3";"Lat Pulldown (Cable)";3;60;kg;8;;;;0;;;40m
2023-09-08 19:33:59;"Pull #3";"Seated Row (Cable)";1;45;kg;10;;;;0;"";;40m
2023-09-08 19:33:59;"Pull #3";"Seated Row (Cable)";2;50;kg;10;;;;0;;;40m
2023-09-08 19:33:59;"Pull #3";"Seated Row (Cable)";3;60;kg;8;;;;0;;;40m
2023-09-08 19:33:59;"Pull #3";"Rope Face Pull";1;20;kg;12;;;;0;"";;40m
2023-09-08 19:33:59;"Pull #3";"Rope Face Pull";2;22.5;kg;12;;;;0;;;40m
2023-09-08 19:33:59;"Pull #3";"Rope Face Pull";3;25;kg;10;;;;0;;;40m
2023-09-08 19:33:59;"Pull #3";"Bicep Curl (Barbell)";1;20;kg;10;;;;0;"";;40m
2023-09-08 19:33:59;"Pull #3";"Bicep Curl (Barbell)";2;25;kg;8;;;;0;;;40m
2023-09-08 19:33:59;"Pull #3";"Bicep Curl (Barbell)";3;30;kg;6;;;;0;;;40m
2023-09-09 16:10:20;"Legs #1";"Squat (Smith Machine)";1;10;kg;10;;;;0;"";"";1h 14m
2023-09-09 16:10:20;"Legs #1";"Squat (Smith Machine)";2;15;kg;10;;;;0;;;1h 14m
2023-09-09 16:10:20;"Legs #1";"Squat (Smith Machine)";3;20;kg;7;;;;0;;;1h 14m
2023-09-09 16:10:20;"Legs #1";"Squat (Smith Machine)";4;20;kg;6;;;;0;;;1h 14m
2023-09-09 16:10:20;"Legs #1";"Lunge (Dumbbell)";1;8;kg;20;;;;0;"";;1h 14m
2023-09-09 16:10:20;"Legs #1";"Lunge (Dumbbell)";2;10;kg;20;;;;0;;;1h 14m
2023-09-09 16:10:20;"Legs #1";"Lunge (Dumbbell)";3;10;kg;20;;;;0;;;1h 14m
2023-09-09 16:10:20;"Legs #1";"Seated Leg Curl (Machine)";1;40;kg;12;;;;0;"";;1h 14m
2023-09-09 16:10:20;"Legs #1";"Seated Leg Curl (Machine)";2;45;kg;10;;;;0;;;1h 14m
2023-09-09 16:10:20;"Legs #1";"Seated Leg Curl (Machine)";3;45;kg;8;;;;0;;;1h 14m
2023-09-09 16:10:20;"Legs #1";"Leg Extension (Machine)";1;40;kg;12;;;;0;"";;1h 14m
2023-09-09 16:10:20;"Legs #1";"Leg Extension (Machine)";2;42.5;kg;10;;;;0;;;1h 14m
2023-09-09 16:10:20;"Legs #1";"Leg Extension (Machine)";3;45;kg;10;;;;0;;;1h 14m
2023-09-09 16:10:20;"Legs #1";"Calf Press on Seated Leg Press";1;130;kg;15;;;;0;"";;1h 14m
2023-09-09 16:10:20;"Legs #1";"Calf Press on Seated Leg Press";2;140;kg;12;;;;0;;;1h 14m
2023-09-09 16:10:20;"Legs #1";"Calf Press on Seated Leg Press";3;150;kg;10;;;;0;;;1h 14m
2023-09-11 19:34:19;"Push #3";"Incline Bench Press (Barbell)";1;10;kg;10;;;;0;"";"";1h 8m
2023-09-11 19:34:19;"Push #3";"Incline Bench Press (Barbell)";2;15;kg;10;;;;0;;;1h 8m
2023-09-11 19:34:19;"Push #3";"Incline Bench Press (Barbell)";3;15;kg;8;;;;0;;;1h 8m
2023-09-11 19:34:19;"Push #3";"Incline Bench Press (Barbell)";4;17.5;kg;7;;;;0;;;1h 8m
2023-09-11 19:34:19;"Push #3";"Chest Press (Machine)";1;55;kg;12;;;;0;"";;1h 8m
2023-09-11 19:34:19;"Push #3";"Chest Press (Machine)";2;57.5;kg;10;;;;0;;;1h 8m
2023-09-11 19:34:19;"Push #3";"Chest Press (Machine)";3;60;kg;8;;;;0;;;1h 8m
2023-09-11 19:34:19;"Push #3";"Chest Fly (Dumbbell)";1;10;kg;12;;;;0;"";;1h 8m
2023-09-11 19:34:19;"Push #3";"Chest Fly (Dumbbell)";2;12;kg;10;;;;0;;;1h 8m
2023-09-11 19:34:19;"Push #3";"Chest Fly (Dumbbell)";3;12;kg;8;;;;0;;;1h 8m
